client_uuid,loan_uuid,contract_date,initial_loan_amount,loan_end_date,original_loan_end_date,current_principal_outstanding,days_past_due,segment
1995,1397,2019-05-18,649894,2021-05-18,2021-05-18,282541.32,0,Prime
651,1398,2022-07-21,154463,2024-01-21,2024-01-21,102544.09,0,Standard
1289,1399,2023-03-01,423650,2026-03-01,2026-03-01,97630.12,0,
984,1400,2019-03-10,15045405,2023-03-10,2023-03-10,6058189.11,0,Prime
1988,1401,2023-10-30,17542407,2027-10-30,2027-10-30,16978447.27,0,
1769,1402,2020-07-09,142514,2022-01-09,2022-01-09,97214.9,0,Standard
1053,1403,2020-12-23,97086,2021-12-23,2021-12-23,63385.12,72,Subprime
578,1404,2019-02-23,5944907,2020-02-23,2020-02-23,2785318.86,0,Prime
15,1405,2023-05-29,1402839,2026-05-29,2026-05-29,675154.43,0,Prime
811,1406,2020-11-12,665858,2021-11-12,2021-11-12,422191.24,0,STANDARD
936,1407,2023-07-10,738665,2026-07-10,2026-07-10,371656.98,0,prime
1565,1408,2020-07-06,40509,2022-10-04,2022-07-06,14822.26,241,High Risk
1461,1409,2022-08-01,17941624,2026-08-01,2026-08-01,12744474.3,0,Standard
1447,1410,2022-07-30,13879654,2024-07-30,2024-07-30,3774776.58,0,Prime
1444,1411,2020-04-05,786967,2024-04-05,2024-04-05,303236.99,0,Prime
701,1412,2022-07-12,13297051,2024-10-10,2024-07-12,3181846.31,0,Prime
307,1413,2019-07-26,780813,2020-07-26,2020-07-26,156623.31,0,Prime
1958,1414,2021-08-04,254857,2023-02-04,2023-02-04,101305.11,349,High Risk
1715,1415,2020-02-21,10376610,2021-02-21,2021-02-21,8741295.51,79,Subprime
759,1416,2019-08-04,4586039,2021-02-04,2021-02-04,1070687.94,0,
376,1417,2022-08-26,15501696,2024-05-26,2024-02-26,14865952.93,0,Standard
500,1418,2020-03-01,336104,2022-03-01,2022-03-01,221753.71,0,Standard
726,1419,2023-06-14,145591,2027-06-14,2027-06-14,108500.57,0,Standard
1336,1420,2021-10-11,167154,2023-10-11,2023-10-11,40679.3,274,High Risk
1356,1421,2023-05-31,3527340,2024-05-31,2024-05-31,2954941.12,0,Standard
596,1422,2021-01-27,1584758,2022-07-27,2022-07-27,959136.38,358,High Risk
226,1423,2019-05-18,998715,2020-11-18,2020-11-18,286208.51,0,Prime
1836,1424,2023-11-27,872648,2028-11-27,2028-11-27,197641.01,0,prime
1097,1425,2020-09-25,5282932,2022-06-23,2022-03-25,3763731.04,312,
53,1426,2020-12-14,11203529,2022-06-14,2022-06-14,9857345.97,0,high risk 
1896,1427,2020-03-06,6844237,2023-03-06,2023-03-06,1524998.04,0,Prime
629,1428,2022-03-28,14643544,2023-06-26,2023-03-28,11510198.46,0,Standard
1790,1429,2021-05-22,3061158,2022-11-22,2022-11-22,2296854.15,0,Standard
521,1430,2020-02-16,146777,2024-02-16,2024-02-16,132838.05,0,high risk 
1713,1431,2023-07-05,9714034,2027-07-05,2027-07-05,7375193.38,0,Standard
1824,1432,2019-03-21,8039824,2022-03-21,2022-03-21,7967983.24,0,Standard
1891,1433,2023-07-24,437760,2028-10-22,2028-07-24,341003.52,0,prime
701,1434,2021-04-07,9123124,2025-04-07,2025-04-07,6930306.02,0,STANDARD
1943,1435,2022-08-22,586575,2025-08-22,2025-08-22,203342.01,0,Prime
1651,1436,2019-03-26,601142,2020-09-26,2020-09-26,187092.04,0,Unknown
450,1437,2019-08-03,787689,2022-08-03,2022-08-03,499484.66,13,Standard
1718,1438,2021-09-19,1959398,2022-09-19,2022-09-19,633599.43,0,Prime
499,1439,2019-06-26,403096,2021-06-26,2021-06-26,257236.87,0,Standard
226,1440,2020-01-06,674961,2021-07-06,2021-07-06,654899.82,0,Standard
341,1441,2019-07-30,2549313,2021-07-30,2021-07-30,1689618.03,0,Standard
1240,1442,2022-02-01,833087,2027-02-01,2027-02-01,263393.6,0,Prime
1254,1443,2021-01-16,3627003,2023-01-16,2023-01-16,2147900.08,319,High Risk
1686,1444,2019-01-30,10385712,2021-01-30,2021-01-30,7512591.64,0,Standard
746,1445,2023-01-07,11320881,2028-01-07,2028-01-07,4320463.92,0,Prime
385,1446,2023-12-21,342028,2028-03-20,2027-12-21,288875.06,162,High Risk
567,1447,2020-11-28,10292338,2022-05-28,2022-05-28,9637233.28,0, subprime
111,1448,2021-06-15,298435,2022-12-15,2022-12-15,108919.08,307,High Risk
85,1449,2020-07-09,134823,2023-07-09,2023-07-09,58455.61,0,Prime
856,1450,2021-03-22,480643,2022-03-22,2022-03-22,186897.07,209,High Risk
116,1451,2022-06-08,742717,2024-06-08,2024-06-08,622268.52,305,High Risk
1543,1452,2022-06-06,45033,2026-06-06,2026-06-06,38743.9,111,High Risk
568,1453,2021-07-11,364451,2025-10-09,2025-07-11,141039.29,0,Prime
234,1454,2019-06-15,4848917,2020-06-15,2020-06-15,1234595.71,0,Prime
465,1455,2022-11-26,7805439,2024-05-26,2024-05-26,2237777.44,0,Prime
797,1456,2023-07-14,175651,2026-07-14,2026-07-14,106473.31,0,prime
831,1457,2019-04-04,7811863,2021-04-04,2021-04-04,2296445.61,0,Prime
1859,1458,2020-09-29,216109,2024-09-29,2024-09-29,106090.66,0,Prime
1526,1459,2022-04-01,229826,2023-12-30,2023-10-01,155023.85,286,High Risk
716,1460,2023-01-17,930856,2025-01-17,2025-01-17,307074.23,0,Prime
1745,1461,2022-07-27,107321,2024-07-27,2024-07-27,41510.23,208,STANDARD
710,1462,2023-04-08,2185992,2027-04-08,2027-04-08,1824022.96,0,high risk 
299,1463,2019-08-24,1841392,2023-08-24,2023-08-24,408596.81,0,Prime
720,1464,2021-08-12,190018,2023-02-12,2023-02-12,56574.13,300,High Risk
536,1465,2021-10-04,11575373,2023-10-04,2023-10-04,4776859.79,0,Prime
1370,1466,2021-07-09,433560,2025-07-09,2025-07-09,355856.62,0,Standard
103,1467,2020-04-08,492331,2024-04-08,2024-04-08,112139.63,0,Prime
1922,1468,2023-12-24,1422626,2024-12-24,2024-12-24,820701.26,0,Standard
1233,1469,2023-12-26,780708,2026-12-26,2026-12-26,680926.22,0,Standard
95,1470,2021-03-21,1894310,2022-03-21,2022-03-21,384558.99,0,N/A
87,1471,2023-07-07,442919,2026-07-07,2026-07-07,220398.12,153,High Risk
1486,1472,2022-01-29,309778,2027-01-29,2027-01-29,68619.8,0,Prime
836,1473,2022-02-21,305951,2025-02-21,2025-02-21,270349.69,0,Unknown
765,1474,2020-04-22,124387,2023-04-22,2023-04-22,117379.04,0,Standard
1701,1475,2019-11-22,2776306,2021-11-22,2021-11-22,1270906.43,0,Prime
1795,1476,2020-12-01,518444,2023-12-01,2023-12-01,303616.31,211,High Risk
265,1477,2020-01-01,11137635,2021-07-01,2021-07-01,2931391.08,309,
512,1478,2023-01-29,668474,2024-01-29,2024-01-29,550593.86,49,Subprime
267,1479,2021-02-25,255154,2024-05-25,2024-02-25,81207.77,0,Prime
1265,1480,2021-07-15,1832160,2025-07-15,2025-07-15,1820140.56,0,Standard
1611,1481,2021-12-26,783252,2023-12-26,2023-12-26,476443.16,135,High Risk
313,1482,2020-12-25,540027,2023-12-25,2023-12-25,241007.54,81,
183,1483,2023-01-20,12204815,2024-01-20,2024-01-20,6691204.1,26,high risk 
1212,1484,2021-06-18,1589911,2026-06-18,2026-06-18,1084165.08,361,high risk 
411,1485,2019-02-25,668096,2022-02-25,2022-02-25,569405.09,0,Unknown
1219,1486,2022-12-09,467131,2024-12-09,2024-12-09,417150.78,324,high risk 
299,1487,2023-05-05,4530009,2027-05-05,2027-05-05,2330345.69,0,Standard
31,1488,2019-09-16,4981861,2021-03-16,2021-03-16,1613537.76,0,prime
44,1489,2019-10-18,93404,2022-10-18,2022-10-18,55183.52,0,STANDARD
1819,1490,2022-10-27,3381177,2024-04-27,2024-04-27,1121413.77,0,Prime
1692,1491,2019-12-21,12231291,2021-12-21,2021-12-21,7219775.03,0,Standard
1899,1492,2023-10-09,8126601,2026-10-09,2026-10-09,5591572.87,0,Standard
446,1493,2020-09-20,89018,2025-09-20,2025-09-20,35044.63,34,N/A
245,1494,2021-04-26,289508,2025-04-26,2025-04-26,202646.71,0,Standard
273,1495,2023-04-28,1284832,2026-04-28,2026-04-28,948788.32,0,Standard
1030,1496,2022-02-12,1884459,2027-02-12,2027-02-12,1443718.49,0, subprime
430,1497,2022-01-09,4365967,2023-01-09,2023-01-09,1764184.22,0,Prime
6,1498,2019-09-18,607648,2023-09-18,2023-09-18,597811.42,0,Standard
153,1499,2022-10-28,697375,2027-10-28,2027-10-28,428823.29,240,high risk 
1656,1500,2020-11-29,166976,2022-11-29,2022-11-29,118685.99,75,Subprime
1750,1501,2022-12-07,1029531,2024-06-07,2024-06-07,926411.53,0,Standard
653,1502,2023-01-23,1877428,2025-01-23,2025-01-23,520283.79,0,Prime
679,1503,2023-02-28,206358,2026-02-28,2026-02-28,191626.71,0,Standard
1399,1504,2021-09-10,8045789,2024-09-10,2024-09-10,7229169.22,117,prime
1740,1505,2019-04-21,571603,2023-04-21,2023-04-21,223512.95,143,
1294,1506,2022-11-23,841924,2024-11-23,2024-11-23,803953.52,0,Standard
75,1507,2023-09-11,13111904,2026-12-10,2026-09-11,7474750.42,0,Standard
122,1508,2019-12-16,3494143,2023-12-16,2023-12-16,2674146.15,0,Standard
1825,1509,2022-08-22,4061250,2024-08-22,2024-08-22,3247235.64,48,N/A
593,1510,2019-06-06,3051174,2020-12-06,2020-12-06,1945610.6,129, subprime
182,1511,2023-12-14,2467962,2024-12-14,2024-12-14,1357065.8,0, subprime
1437,1512,2022-05-01,729360,2023-07-30,2023-05-01,378836.45,0,N/A
5,1513,2021-02-01,2414441,2023-02-01,2023-02-01,1970904.81,0,Standard
1958,1514,2021-08-05,572939,2022-08-05,2022-08-05,255249.89,0, subprime
1223,1515,2020-06-01,255624,2023-08-30,2023-06-01,146979.61,0,Standard
164,1516,2021-11-17,4132408,2024-11-17,2024-11-17,2117441.83,0, subprime
1449,1517,2020-11-21,211379,2023-11-21,2023-11-21,139859.63,352,High Risk
1077,1518,2021-10-13,1521313,2023-04-13,2023-04-13,1440293.82,292,High Risk
392,1519,2020-11-07,5060679,2022-11-07,2022-11-07,2394933.23,111,high risk 
1611,1520,2020-12-07,621127,2026-03-07,2025-12-07,376263.62,354,High Risk
64,1521,2021-02-04,679497,2026-02-04,2026-02-04,278996.96,105,High Risk
1196,1522,2022-07-31,469822,2025-07-31,2025-07-31,395617.94,0,N/A
1840,1523,2023-11-03,929571,2026-11-03,2026-11-03,650960.18,0,Standard
1934,1524,2021-07-24,255108,2024-07-24,2024-07-24,218593.71,237,High Risk
893,1525,2019-03-11,2960577,2021-03-11,2021-03-11,1363869.82,0,Prime
1740,1526,2019-12-03,725623,2023-12-03,2023-12-03,415495.31,0,Standard
1407,1527,2022-06-27,297987,2025-06-27,2025-06-27,231495.26,0,Unknown
1843,1528,2019-06-22,741746,2021-06-22,2021-06-22,399598.59,0,Standard
809,1529,2022-07-26,190970,2024-07-26,2024-07-26,97639.45,0,Standard
728,1530,2021-05-21,4224642,2026-05-21,2026-05-21,3856866.91,0, subprime
129,1531,2022-04-13,121918,2027-04-13,2027-04-13,91829.91,0,
1748,1532,2020-10-08,114299,2023-10-08,2023-10-08,38522.68,0,Prime
1206,1533,2019-06-11,309732,2023-06-11,2023-06-11,203721.21,0,Standard
629,1534,2021-08-29,9438630,2026-08-29,2026-08-29,3015845.93,0, subprime
589,1535,2019-05-13,3039020,2024-05-13,2024-05-13,2546756.12,5,Standard
661,1536,2019-12-01,183714,2021-12-01,2021-12-01,134814.61,0,high risk 
1294,1537,2021-07-04,368976,2023-04-04,2023-01-04,201472.15,0,
1189,1538,2021-05-08,443729,2023-05-08,2023-05-08,315113.05,250, subprime
1365,1539,2023-10-17,67509,2027-01-15,2026-10-17,20380.38,0,Prime
1469,1540,2019-07-07,12676369,2020-07-07,2020-07-07,3761289.25,13,prime
1819,1541,2022-11-08,1462030,2028-02-06,2027-11-08,785947.49,0,Unknown
1362,1542,2021-07-15,1957351,2026-07-15,2026-07-15,1851283.17,0,high risk 
1241,1543,2020-09-25,454273,2024-09-25,2024-09-25,167428.65,42,
637,1544,2019-03-30,9563732,2021-03-30,2021-03-30,1917165.6,0,Prime
170,1545,2023-12-03,213301,2027-12-03,2027-12-03,117128.09,0,Standard
64,1546,2021-12-05,196494,2026-12-05,2026-12-05,111627.69,293,high risk 
230,1547,2021-09-04,3620350,2026-12-03,2026-09-04,1998723.55,7,Standard
710,1548,2023-07-09,4604899,2027-07-09,2027-07-09,3505028.48,0,Standard
374,1549,2019-04-16,162752,2023-04-16,2023-04-16,147493.76,0,Standard
1888,1550,2021-10-18,1808588,2022-10-18,2022-10-18,1632029.37,205,
1485,1551,2021-01-06,433399,2022-07-06,2022-07-06,129470.14,242,N/A
398,1552,2020-09-07,417792,2023-09-07,2023-09-07,243720.51,83,Subprime
277,1553,2022-06-13,734592,2025-06-13,2025-06-13,222825.83,0,Unknown
1589,1554,2021-04-15,7945829,2022-04-15,2022-04-15,3918590.25,0,STANDARD
1646,1555,2022-04-22,96056,2024-04-22,2024-04-22,77411.58,0,Standard
514,1556,2020-11-05,457644,2022-08-03,2022-05-05,170353.74,24,Standard
1257,1557,2023-03-06,2072686,2024-09-06,2024-09-06,1145778.54,0,Standard
1298,1558,2021-11-28,67440,2023-05-28,2023-05-28,41274.38,332,high risk 
383,1559,2021-11-25,461624,2026-11-25,2026-11-25,246765.84,0,Standard
1820,1560,2020-08-28,10605020,2023-08-28,2023-08-28,5511342.75,0,N/A
1550,1561,2020-11-22,2118330,2022-05-22,2022-05-22,960256.73,272,STANDARD
542,1562,2019-10-28,141620,2022-10-28,2022-10-28,56410.45,0,Prime
355,1563,2023-09-03,2523115,2028-09-03,2028-09-03,1255850.63,0,Prime
1957,1564,2020-05-10,4852514,2025-05-10,2025-05-10,4387755.84,5,Standard
1957,1565,2023-03-28,3099102,2024-09-28,2024-09-28,1391776.81,0,high risk 
1893,1566,2020-07-13,4223085,2023-07-13,2023-07-13,2047450.16,178,High Risk
1905,1567,2019-05-04,583579,2020-05-04,2020-05-04,554836.9,0,STANDARD
551,1568,2022-06-17,146640,2024-06-17,2024-06-17,68522.94,282,High Risk
723,1569,2021-05-21,302941,2026-05-21,2026-05-21,66817.84,290,prime
1987,1570,2020-02-27,411364,2021-08-27,2021-08-27,97136.11,0,Prime
140,1571,2021-04-15,16777636,2024-07-14,2024-04-15,5759446.15,0,Prime
1713,1572,2022-01-04,16657904,2025-01-04,2025-01-04,14888697.11,0,Standard
513,1573,2022-12-31,317768,2024-07-01,2024-07-01,261420.59,302,high risk 
367,1574,2021-09-10,1124840,2026-12-09,2026-09-10,511153.48,85,Subprime
994,1575,2020-11-21,1049678,2024-11-21,2024-11-21,928017.2,328,High Risk
1183,1576,2019-12-10,937322,2023-12-10,2023-12-10,478080.22,0,Standard
1209,1577,2022-10-14,389376,2023-10-14,2023-10-14,272893.58,0,high risk 
861,1578,2023-01-18,127290,2028-01-18,2028-01-18,82974.41,0,Standard
1484,1579,2021-11-04,51569,2023-08-02,2023-05-04,48793.95,115,High Risk
736,1580,2020-08-30,4756737,2022-08-30,2022-08-30,4127059.9,0,
748,1581,2023-09-11,252980,2027-09-11,2027-09-11,196006.63,0,Standard
1909,1582,2022-02-21,1523369,2023-05-22,2023-02-21,863011.75,0,Standard
521,1583,2019-01-17,114735,2021-01-17,2021-01-17,91795.19,0,Standard
1234,1584,2020-03-11,2611615,2023-03-11,2023-03-11,2283027.55,0,Standard
445,1585,2020-04-21,177400,2022-01-19,2021-10-21,127673.83,0,high risk 
428,1586,2022-05-25,9736196,2024-08-23,2024-05-25,8442607.99,0,prime
1277,1587,2019-09-14,313086,2021-09-14,2021-09-14,160684.45,0,Standard
271,1588,2023-01-13,960167,2028-01-13,2028-01-13,486230.31,116,High Risk
1208,1589,2019-09-05,5306213,2021-03-05,2021-03-05,1204409.82,146,prime
1999,1590,2019-03-20,4577560,2023-03-20,2023-03-20,1458286.63,25,Standard
1039,1591,2020-11-07,9961162,2022-05-07,2022-05-07,9094876.44,200,High Risk
1701,1592,2022-09-11,2335781,2027-12-10,2027-09-11,1764870.21,0,high risk 
854,1593,2022-11-18,146811,2027-11-18,2027-11-18,117961.89,0,Standard
33,1594,2020-10-27,428472,2022-04-27,2022-04-27,204665.58,0,Prime
7,1595,2022-05-20,2029525,2026-05-20,2026-05-20,1647122.28,308,
1119,1596,2019-03-30,61135,2020-09-30,2020-09-30,29686.91,0,Prime
1938,1597,2020-11-20,7946789,2023-11-20,2023-11-20,7710298.99,232,High Risk
980,1598,2020-11-05,301791,2025-11-05,2025-11-05,193264.32,261,high risk 
411,1599,2019-06-18,826843,2023-06-18,2023-06-18,689915.8,0,Standard
242,1600,2022-11-13,3488447,2024-05-13,2024-05-13,1637995.87,6,N/A
731,1601,2023-09-06,17186631,2025-09-06,2025-09-06,15989146.67,0,Standard
1204,1602,2019-03-11,18535359,2023-03-11,2023-03-11,18391536.97,0,
778,1603,2019-03-24,672810,2021-03-24,2021-03-24,316830.97,0,Unknown
1903,1604,2019-09-18,1215446,2022-09-18,2022-09-18,593301.84,0,Prime
1881,1605,2020-03-03,100838,2021-06-01,2021-03-03,96325.17,150,High Risk
696,1606,2020-04-27,12544155,2025-04-27,2025-04-27,12063548.73,250,High Risk
1134,1607,2022-12-21,15975379,2027-12-21,2027-12-21,8145911.8,147,
1547,1608,2021-05-29,719950,2025-05-29,2025-05-29,629932.17,271,High Risk
1784,1609,2020-09-24,767680,2025-09-24,2025-09-24,541496.16,0,Standard
1615,1610,2020-08-03,1893921,2023-08-03,2023-08-03,1837047.77,198,High Risk
686,1611,2023-08-22,80482,2026-08-22,2026-08-22,68833.12,30,Standard
281,1612,2021-12-04,207896,2026-12-04,2026-12-04,135216.32,0,Standard
31,1613,2020-09-02,2111463,2024-09-02,2024-09-02,1497339.38,0,N/A
529,1614,2023-05-08,1895477,2026-05-08,2026-05-08,1531831.19,0,Standard
1146,1615,2021-03-25,116128,2024-03-25,2024-03-25,55020.18,0,Prime
1858,1616,2023-01-12,899953,2024-04-11,2024-01-12,663119.78,0,Standard
590,1617,2019-06-26,703351,2020-06-26,2020-06-26,542584.87,0,Standard
584,1618,2022-02-09,735896,2025-02-09,2025-02-09,512474.85,119, subprime
1154,1619,2020-08-29,13490444,2023-08-29,2023-08-29,4780916.41,0,N/A
528,1620,2020-01-13,1829031,2021-04-13,2021-01-13,1273536.42,0,Standard
163,1621,2020-07-20,344826,2022-10-18,2022-07-20,336268.79,0,Unknown
1170,1622,2020-05-22,101565,2022-05-22,2022-05-22,25100.46,0,Prime
1443,1623,2019-08-12,333053,2021-08-12,2021-08-12,187350.98,0,Standard
836,1624,2023-03-05,536090,2025-03-05,2025-03-05,360786.85,0,STANDARD
942,1625,2020-01-29,2772764,2021-07-29,2021-07-29,1104170.65,0,Prime
278,1626,2023-07-26,3217505,2026-07-26,2026-07-26,1301862.08,0,high risk 
680,1627,2022-03-23,2424320,2023-03-23,2023-03-23,2232909.8,53,N/A
675,1628,2022-08-19,47237,2025-08-19,2025-08-19,20797.45,256,high risk 
1572,1629,2021-10-07,651396,2022-10-07,2022-10-07,494328.25,0,Standard
1619,1630,2020-08-04,111105,2022-02-04,2022-02-04,52204.15,0, subprime
1820,1631,2019-05-26,6187152,2022-05-26,2022-05-26,2591761.85,0,Prime
1375,1632,2022-09-21,623349,2026-09-21,2026-09-21,211737.12,0,Prime
1445,1633,2020-02-24,3701278,2022-02-24,2022-02-24,1422518.59,108,High Risk
1368,1634,2019-10-24,12869719,2021-10-24,2021-10-24,4430187.94,0,Prime
1096,1635,2022-11-27,598054,2024-05-27,2024-05-27,355394.76,0,Standard
8,1636,2023-07-19,13919850,2027-07-19,2027-07-19,10629639.8,0,Standard
1492,1637,2021-09-22,798110,2022-12-21,2022-09-22,240653.54,0,Prime
242,1638,2019-10-01,3140455,2023-10-01,2023-10-01,2862636.23,0,Standard
973,1639,2021-06-23,82966,2025-06-23,2025-06-23,30416.42,0,Prime
1838,1640,2021-01-12,64800,2025-01-12,2025-01-12,54959.21,0,Standard
54,1641,2022-09-21,1591033,2024-03-21,2024-03-21,673902.34,0,Prime
774,1642,2023-03-03,10428086,2028-03-03,2028-03-03,9141653.31,0,Standard
660,1643,2020-07-12,226864,2021-07-12,2021-07-12,160447.68,0,Standard
1115,1644,2020-06-14,359994,2025-06-14,2025-06-14,181281.5,0,Standard
1701,1645,2019-01-10,4705052,2020-07-10,2020-07-10,2160157.25,0,Prime
1992,1646,2021-06-16,626909,2023-09-14,2023-06-16,154988.11,0,Prime
1376,1647,2019-07-12,512750,2020-07-12,2020-07-12,473180.02,0,Standard
1296,1648,2020-06-07,9683743,2022-06-07,2022-06-07,8856755.26,0,Standard
1859,1649,2021-03-09,350119,2022-12-08,2022-09-09,156401.26,262,High Risk
1610,1650,2019-01-18,3150136,2020-01-18,2020-01-18,2662040.83,78,Subprime
1024,1651,2021-12-25,626930,2024-12-25,2024-12-25,444669.45,0,Standard
1182,1652,2022-02-28,252330,2026-02-28,2026-02-28,188071.29,108,High Risk
1975,1653,2023-10-26,731168,2028-01-24,2027-10-26,343661.63,0,Prime
712,1654,2019-07-17,541133,2021-07-17,2021-07-17,399386.48,0,Standard
1787,1655,2023-04-12,71291,2027-04-12,2027-04-12,37336.57,0,Standard
725,1656,2021-07-30,11775308,2024-10-28,2024-07-30,7913906.98,41,STANDARD
1874,1657,2023-04-29,2437707,2025-04-29,2025-04-29,2373511.02,0,Standard
659,1658,2020-11-20,11185650,2021-11-20,2021-11-20,8666240.83,0,Standard
264,1659,2021-10-06,405413,2026-10-06,2026-10-06,221926.32,346,
754,1660,2023-04-10,3401312,2028-07-09,2028-04-10,1741792.39,0,Standard
240,1661,2020-03-14,8785951,2025-06-12,2025-03-14,3685177.36,0,Prime
1102,1662,2020-10-20,9781432,2024-10-20,2024-10-20,2134181.28,0,Prime
1674,1663,2022-01-23,17875852,2024-01-23,2024-01-23,8691347.82,0,Unknown
772,1664,2023-02-20,102630,2024-02-20,2024-02-20,36336.75,92,High Risk
546,1665,2023-07-30,2428647,2027-07-30,2027-07-30,894592.05,0,Prime
336,1666,2022-07-21,1695590,2025-07-21,2025-07-21,530067.95,0,STANDARD
1724,1667,2022-05-20,8148311,2023-11-20,2023-11-20,6444477.24,307,High Risk
826,1668,2022-08-09,388352,2025-08-09,2025-08-09,382447.34,0,Standard
1261,1669,2022-10-08,43958,2027-10-08,2027-10-08,20037.08,0,Prime
1552,1670,2022-08-19,1235926,2026-08-19,2026-08-19,544627.7,296,High Risk
1704,1671,2022-01-02,983290,2023-07-02,2023-07-02,525232.57,0,Standard
16,1672,2022-04-26,3955495,2023-10-26,2023-10-26,1492056.21,0,prime
910,1673,2020-07-02,1079826,2022-07-02,2022-07-02,650456.39,0,Standard
1284,1674,2021-12-29,303444,2025-03-29,2024-12-29,106998.63,266,High Risk
225,1675,2022-07-09,6067315,2026-07-09,2026-07-09,3667869.15,0,Standard
1085,1676,2023-01-20,353519,2026-01-20,2026-01-20,325646.15,0,STANDARD
418,1677,2021-07-03,150256,2023-01-03,2023-01-03,39750.69,0,Prime
610,1678,2022-11-04,507692,2028-02-02,2027-11-04,183051.84,0,Prime
1940,1679,2023-05-29,714009,2027-05-29,2027-05-29,574321.41,0,Standard
133,1680,2023-03-26,999896,2027-03-26,2027-03-26,232877.21,108,High Risk
54,1681,2019-03-26,4121538,2020-03-26,2020-03-26,2855870.33,126,High Risk
1556,1682,2023-10-18,145185,2026-10-18,2026-10-18,86809,65,Subprime
1919,1683,2020-11-22,4051785,2025-11-22,2025-11-22,2625375.73,0,Standard
368,1684,2021-07-18,116490,2025-07-18,2025-07-18,31887.73,284,High Risk
1136,1685,2022-10-02,7727777,2025-10-02,2025-10-02,3005691.75,0, subprime
846,1686,2023-04-20,4059720,2028-04-20,2028-04-20,2735305.3,0,Unknown
198,1687,2019-12-10,141923,2023-12-10,2023-12-10,48567.45,0,Prime
880,1688,2020-12-08,600706,2025-03-08,2024-12-08,328092.12,241,N/A
1192,1689,2019-09-29,2316536,2021-03-29,2021-03-29,2100619.02,0,Standard
1126,1690,2022-06-10,9173050,2024-09-08,2024-06-10,7061507.09,117,High Risk
1859,1691,2023-09-12,274706,2026-09-12,2026-09-12,250453.51,0,Standard
1510,1692,2021-10-18,595355,2024-10-18,2024-10-18,437192.27,0,STANDARD
93,1693,2022-07-02,7247780,2024-01-02,2024-01-02,5716468.24,0,Standard
263,1694,2020-01-18,734129,2025-01-18,2025-01-18,400746.17,0,Standard
760,1695,2023-08-17,953177,2028-11-15,2028-08-17,572754.07,0,Standard
713,1696,2023-08-15,227969,2026-11-13,2026-08-15,201798.15,0,Standard
1001,1697,2021-12-05,392777,2024-03-04,2023-12-05,229213.84,260,High Risk
1800,1698,2020-02-27,13484535,2025-02-27,2025-02-27,4028400.96,0,Prime
865,1699,2023-01-27,243778,2024-07-27,2024-07-27,195165.56,0,Standard
1089,1700,2021-06-25,755902,2022-06-25,2022-06-25,648290.72,0,Standard
