client_uuid,company_size,industry,subindustry,company_type,country,state,city,zip_code
1704,,Construction,electronics,Cooperative, Philippines,Zamboanga,Dipolog,7016
1705,small,manufacturing,Hardware,Corporation,Philippines,Davao,Tagum,8105
1706,med,Construction,Residential,Partnership,Philippines,Zamboanga,Dipolog,7100
1707, Small,Construction,Commercial,Sole Proprietorship,Philippines,,manila,6014
1708,, Technology,Car Rental,Partnership,N/A,Cebu,davao ,6045
1709,Micro,N/A,Remittance,LLC,Pilipinas,Zamboanga,,7100
1710,,construction ,Furniture,sole prop,ph,iloilo ,Iloilo City,5600
1711,Medium,Tourism & Hospitality,Resort,Partnership, Philippines, Davao,N/A,1630
1712,Micro,Education,Vocational,Corporation,Philippines,Zamboanga,Zamboanga City,7000
1713,Large, Technology,other,Cooperative,Philippines,,Quezon City,1770
1714,,construction ,Food Truck,LLC,Philippines,Iloilo,Kalibo,5800
1715,large ,,grocery ,Corporation,Philippines,Davao,manila,8000
1716,Micro,N/A,Investment,sole prop,Philippines,Iloilo,QUEZON CITY,6100
1717,Large,Telecommunications,Network Equipment,,,Cebu,Mandaue,6000
1718,Medium,Transportation,Logistics,LLC,Philippines,Davao,QUEZON CITY,8100
1719,Medium,Manufacturing,N/A,Corporation,Philippines,Zamboanga,manila,7016
1720,Large,Tourism & Hospitality,Event Planning,Corporation,Philippines,Metro Manila,Makati,1550
1721,Small, Technology,,Partnership,Philippines,Iloilo,Bacolod,6100
1722,Micro,Tourism & Hospitality,electronics,Cooperative,Philippines,Iloilo,Kalibo,6100
1723,Large,Manufacturing,Textiles,Partnership,Philippines,Zamboanga,Dipolog,7100
1724,Large,Transportation,other,Partnership,Philippines,Iloilo,QUEZON CITY,5600
1725,Small,Transportation,Car Rental,,,Metro Manila,Taguig,1000
1726,Medium,Retail Trade, software,Cooperative,,Iloilo,Kalibo,6100
1727,MEDIUM,Telecommunications,Mobile Services,Corporation,Philippines,Iloilo,Kalibo,5000
1728,Small,Import/Export,Automotive,sole prop,Philippines,Iloilo,Iloilo City,5000
1729,Large,Transportation, software,Inc.,Philippines,Cebu,Cebu City,6015
1730,Micro,N/A,Restaurant,Partnership,Philippines,Metro Manila,N/A,1550
1731,large , Technology,,Cooperative,philippines,,Kalibo,5000
1732,Unknown,Telecommunications,Network Equipment,Partnership,ph,Unknown,manila,7000
1733,MEDIUM,Financial Services,TEXTILES,Corporation,Philippines,Iloilo,Iloilo City,5000
1734,Medium,Education,Training Center,Partnership,Philippines,CEBU,Dipolog,7000
1735,Small,Financial Services,Microfinance,Cooperative,Philippines,Metro Manila,QUEZON CITY,1770
1736,MEDIUM,Financial Services,Insurance,LLC,Philippines,Metro Manila,Taguig,1400
1737,Small,Other,Renovation,Cooperative,, Davao, cebu city,8000
1738,Large,construction ,Development,Partnership,Philippines,N/A,Las Piñas,1630
1739,Large,Telecommunications,Network Equipment,Partnership,Philippines,Unknown,Tagum,8000
1740,,food&beverage,Insurance,Cooperative, Philippines,N/A,Pagadian,7000
1741,Large,Import/Export,Consumer Goods,LLC,Philippines, Davao,Zamboanga City,7000
1742,large ,construction ,Food Truck,Partnership,Philippines,Zamboanga,Pagadian,7100
1743,Micro,Technology,Digital Marketing,Sole Proprietorship,ph,Metro Manila,Las Piñas,1630
1744,Small,Telecommunications,Internet Provider,Corporation,Philippines,Metro Manila,,1770
1745,Unknown,Tourism & Hospitality,Event Planning, LLC,N/A,metro manila,,5800
1746,Micro,Transportation,Car Rental,,Philippines,Zamboanga,Dipolog,7100
1747,Large,Retail Trade,Clothing,Corporation,Philippines,Metro Manila,Pasig,1300
1748,Micro,Real Estate,Property Management,LLC,N/A,Metro Manila,Pasig,1740
1749,Medium, Technology,misc,coop,Philippines,Zamboanga,Dipolog,7000
1750,Medium,Real Estate,Property Management,Corporation,Philippines,Metro Manila,N/A,1600
1751,N/A,Tourism & Hospitality,Hotel,Sole Proprietorship,Philippines,metro manila,Muntinlupa,1550
1752,MEDIUM,Food & Beverage,Catering,sole prop,Philippines,Zamboanga,Pagadian,7100
1753,Micro,Transportation,Delivery Services,Partnership,Philippines,Zamboanga,Pagadian,7100
1754,,food&beverage,grocery ,Sole Proprietorship,philippines,metro manila,Pagadian,7000
1755,Small,Agriculture,Fishery,PARTNERSHIP,Philippines,Zamboanga,Dipolog,7100
1756,large ,Tourism & Hospitality,Event Planning,Cooperative,Philippines,Davao,Samal,8002
1757,Medium,Financial Services,Microfinance,Partnership,Philippines,Iloilo,Unknown,5800
1758,Micro,Technology,electronics,Partnership,Philippines,Unknown,Dipolog,7016
1759,Small,RETAIL TRADE,Dental,LLC,Philippines,Zamboanga,QUEZON CITY,7100
1760,,Food & Beverage,N/A,Partnership,Philippines,Metro Manila, cebu city,1740
1761,lg,Technology,grocery ,Sole Proprietorship,Philippines,N/A, cebu city,1200
1762,Small,Real Estate,Real Estate Brokerage,LLC,Philippines,Iloilo,Unknown,5000
1763,Small,Technology, software,Corporation,Philippines,Davao,Panabo,8002
1764,Large,Import/Export,Automotive,,philippines,Iloilo,N/A,5600
1765,Small,RETAIL TRADE,Resort,Sole Proprietorship,Philippines,Metro Manila,Mandaluyong,1200
1766,Medium,Manufacturing, software,corporation,Philippines,Cebu,Talisay,6000
1767,Medium,Technology,misc,Partnership,Philippines,N/A,Samal,8105
1768,Micro,Import/Export,other,Inc.,philippines,Zamboanga,QUEZON CITY,7100
1769,Small,RETAIL TRADE,Event Planning,Partnership,Philippines,Iloilo,Kalibo,5800
1770,Micro,Import/Export,Food Products,Sole Proprietorship,Philippines,Davao,Unknown,8000
1771,Micro,Import/Export,Food Products,Partnership,Philippines,Metro Manila, cebu city,1000
1772,Medium,Import/Export,Industrial Equipment,Sole Proprietorship,Philippines,Zamboanga,Zamboanga City,7000
1773,Medium,Financial Services,Insurance,Cooperative,philippines,Davao,Panabo,8105
1774,Micro,Import/Export,Electronics,PARTNERSHIP,Philippines,Metro Manila, cebu city,1000
1775, Small,Import/Export,Electronics,Partnership,Philippines,Cebu,,6014
1776,Large,food&beverage,Medical Equipment,Cooperative,Philippines,Davao,Tagum,8100
1777,Small,N/A,Internet Provider,Partnership,Philippines,Davao,N/A,8105
1778,Small,Tourism & Hospitality,Restaurant,Sole Proprietorship,Philippines,Iloilo,Kalibo,5000
1779,Small,Healthcare,electronics,PARTNERSHIP,PH,Iloilo,manila,6100
1780,Unknown,Import/Export,,Sole Proprietorship,Philippines,Iloilo,Bacolod,5600
1781,Micro,Agriculture,Agricultural Supply,LLC,Philippines,CEBU,Iloilo City,5000
1782,Medium,Tourism & Hospitality,grocery ,LLC,Philippines,Iloilo,Roxas,6100
1783,Small,Technology,E-commerce, LLC,Philippines,Davao,Digos,8000
1784,Small,Construction,Infrastructure,Sole Proprietorship,Philippines,CEBU,Zamboanga City,7000
1785,MEDIUM,Retail Trade,Pharmacy,Sole Proprietorship,Philippines,Metro Manila,Pasig,1630
1786,small,Financial Services,Money Exchange, LLC,Philippines,Metro Manila,Makati,1300
1787,Micro,Real Estate,Development,corporation,Pilipinas,Davao,Digos,8105
1788,Large,Tourism & Hospitality,Hotel,,Philippines,Unknown,N/A,6000
1789,Micro,Telecommunications,electronics,LLC,Philippines,iloilo ,Davao City,8000
1790,Medium,Financial Services,Investment,PARTNERSHIP,Philippines,iloilo ,Toledo,6045
1791,Small,,IT Services,Corporation,ph,N/A,Bacolod,5800
1792,Micro,Telecommunications, software,Sole Proprietorship,Philippines,metro manila,Iloilo City,5800
1793,small,Real Estate,electronics,Cooperative,Philippines,Metro Manila,,1000
1794,N/A,N/A,Residential, LLC,Philippines,Davao,Digos,8000
1795,small,Food & Beverage,electronics,Partnership,ph,N/A,Kalibo,5600
1796,Micro, Technology,other,Cooperative,Philippines,Cebu,davao ,6000
1797,Small,N/A,,Inc.,Philippines,Iloilo,Bacolod,5000
1798,MEDIUM,Agriculture,misc,LLC,Philippines,iloilo ,Bacolod,5000
1799,Large,Tourism & Hospitality,Restaurant,Cooperative, Philippines,Zamboanga,Dipolog,7100
1800,Large,Telecommunications,Internet Provider,Cooperative,Philippines, Davao,Panabo,8000
1801,med,Food & Beverage,Bakery,Partnership, Philippines,Iloilo,Iloilo City,5000
1802,Large,Telecommunications,grocery ,coop,Philippines,Iloilo,Bacolod,6100
1803,med,Agriculture,TEXTILES, LLC,Philippines,Cebu,Lapu-Lapu,6000
1804,Small,Construction,Residential,PARTNERSHIP,Philippines,Iloilo,Kalibo,5600
1805,lg,Technology,Digital Marketing,Sole Proprietorship,PH,Davao, cebu city,8119
1806,Medium,Other,Consumer Goods,Cooperative,Philippines,Cebu,Toledo,6045
1807,Large,Financial Services,misc,Cooperative,Philippines,Zamboanga,manila,7016
1808,Small,Other,Insurance,N/A,Philippines,Zamboanga,QUEZON CITY,7016
1809,Large,Import/Export,Automotive,Partnership, Philippines,iloilo ,Pagadian,7000
1810,Micro,Import/Export,misc,PARTNERSHIP,Philippines,Metro Manila,manila,1770
1811,Medium,manufacturing,Travel Agency,LLC, Philippines,Zamboanga,Unknown,7100
1812,N/A,Import/Export,misc,sole prop,Philippines,Iloilo,Bacolod,5800
1813,Micro,Transportation,TEXTILES,Cooperative, Philippines,metro manila, cebu city,8002
1814,Small,construction , software,Sole Proprietorship,Philippines,Unknown,Makati,1000
1815,Small,Tourism & Hospitality,Travel Agency,corporation,Philippines,Metro Manila,Unknown,1000
1816,Medium,Other,Cable TV,Corporation,Philippines,metro manila,Dipolog,7016
1817,,N/A,Software Development,coop,Philippines,Metro Manila,Manila,1630
1818,Medium,Import/Export,,,ph,Metro Manila,Makati,1630
1819,Medium,food&beverage,Industrial Equipment,Sole Proprietorship,,Unknown,Dipolog,7016
1820,Large,Technology,TEXTILES, LLC,Philippines,metro manila,manila,8119
1821,Micro,manufacturing, software,Partnership,Philippines,Cebu,Mandaue,6045
1822,Medium,Transportation,Public Transport,Cooperative,Philippines,Iloilo,Roxas,5800
1823,N/A,Financial Services,grocery ,Cooperative,N/A,Cebu,Unknown,6000
1824,Large,Transportation,Delivery Services,corporation,Philippines,Metro Manila,Manila,1740
1825,Medium,Healthcare,Clinic,Cooperative,philippines,Metro Manila,Caloocan,1550
1826, Small,Healthcare,Laboratory,Cooperative,philippines,Iloilo,Iloilo City,6100
1827,small,Import/Export,Consumer Goods,corporation,Philippines,Metro Manila,Unknown,1630
1828,Medium,Construction,Residential,Partnership,Philippines,Davao,Digos,8000
1829, Small,N/A,Investment,coop,Philippines,Metro Manila,Manila,1770
1830,Large,Import/Export,electronics,Sole Proprietorship,Philippines,Cebu,Lapu-Lapu,6045
1831,Small,Import/Export,Consumer Goods,Inc.,Philippines,metro manila,N/A,5000
1832,med,Manufacturing, software,Partnership,Philippines,Iloilo,Iloilo City,6100
1833,Large,Retail Trade,Grocery,Cooperative,Philippines,Cebu,Cebu City,6045
1834,Micro,Construction,Renovation,Partnership,, Davao, cebu city,7000
1835,large ,Food & Beverage,TEXTILES,corporation,PH,Cebu,,6014
1836,Small,Food & Beverage,N/A,LLC,Philippines,Metro Manila,Caloocan,1740
1837,Medium,Import/Export,Electronics,Cooperative,Philippines,Unknown,Toledo,6000
1838,Micro,Technology,Software Development,Cooperative,philippines,Davao,Panabo,8002
1839,Small,Transportation,N/A,,Philippines,Davao,N/A,8000
1840,Small,Agriculture,Livestock,corporation,Philippines,Davao,davao ,8119
1841,Small,Education,Tutorial,Partnership,Philippines,Metro Manila,,1400
1842,small,manufacturing,Dental,Inc.,ph,iloilo ,Davao City,8000
1843,Small,food&beverage,N/A,Inc.,Philippines,Zamboanga,Dipolog,7000
1844,Small,Telecommunications,TEXTILES,Sole Proprietorship,N/A,Cebu,Talisay,6045
1845,N/A,Healthcare,Dental, LLC,Philippines,Davao,Digos,8100
1846,lg, Technology,misc,Partnership,PHILIPPINES, Davao,Dipolog,7000
1847,Medium,Construction,Commercial,Partnership,Philippines,,Unknown,7016
1848, Small,Import/Export,TEXTILES,Sole Proprietorship,Philippines,CEBU,Taguig,1550
1849,Small,Telecommunications,Network Equipment,Cooperative,Philippines,CEBU,Caloocan,1770
1850,Micro,Tourism & Hospitality,Resort,,Philippines,Davao,Digos,8002
1851,Medium,Healthcare,misc,Partnership,Philippines,Cebu,Toledo,6038
1852,Micro, Technology,Textiles,Cooperative,Philippines,Cebu,Mandaue,6014
1853,Small,Import/Export,Consumer Goods,Cooperative,Philippines,Davao,Digos,8002
1854,Large,RETAIL TRADE,Travel Agency,Corporation,Pilipinas,Davao,,8000
1855,Large,Import/Export,Food Products,corporation,N/A,Cebu,Mandaue,6038
1856,Large,Import/Export,Electronics,LLC,Philippines,Davao,,8002
1857,Large,Food & Beverage,grocery ,LLC,Philippines,,Pagadian,7000
1858,Unknown,Import/Export,grocery ,Cooperative,ph,Iloilo, cebu city,5000
1859,small,Telecommunications,electronics,LLC,Philippines,Zamboanga,Unknown,7016
1860,Large,Retail Trade,Clothing,Partnership,,Metro Manila,Pasay,1770
1861,Micro,Financial Services,Remittance,Cooperative,,metro manila,,5000
1862,Micro,food&beverage,Mobile Services,Corporation,Philippines,metro manila,davao ,8105
1863,,Retail Trade,Pharmacy,corporation,Philippines,metro manila,Panabo,8105
1864,Small,RETAIL TRADE,, LLC,Philippines,Iloilo,,6100
1865,Micro,Tourism & Hospitality,Event Planning,Cooperative,Philippines,Cebu,Mandaue,6045
1866,Small,Construction,Renovation,Cooperative,Philippines,Zamboanga,Zamboanga City,7100
1867,Large,food&beverage,Commercial,Cooperative,PH,Iloilo,davao ,5000
1868,lg,Real Estate,misc,Corporation,Philippines,Davao,Panabo,8119
1869,med,construction ,TEXTILES,Partnership,N/A,Unknown,Kalibo,6100
1870,Small,N/A,Remittance,Corporation,PH,Cebu,N/A,6015
1871,Small,manufacturing,Travel Agency,LLC,Philippines,Cebu,Talisay,6014
1872,N/A,Technology,Software Development,Cooperative, Philippines,Zamboanga,Pagadian,7000
1873,Micro,N/A, software,Corporation,ph, Davao,Roxas,5600
1874,MEDIUM,Tourism & Hospitality,Restaurant,Cooperative,Philippines,Davao,Tagum,8000
1875,large ,N/A, software,Cooperative,Philippines,iloilo ,Bacolod,5000
1876,Micro,Food & Beverage,electronics,Partnership,N/A,Zamboanga,Pagadian,7100
1877,Small,Tourism & Hospitality,,Sole Proprietorship,Philippines,iloilo ,N/A,6100
1878,Small,Other,Commercial,Corporation, Philippines, Davao,Iloilo City,6100
1879,Large,Telecommunications,grocery ,Partnership,philippines,Iloilo,QUEZON CITY,5000
1880,Medium,Transportation,grocery ,Cooperative,Philippines,Iloilo,Iloilo City,5000
1881,Micro,Food & Beverage,Catering,Sole Proprietorship,philippines,Cebu,Mandaue,6038
1882,Small,Tourism & Hospitality,Restaurant,,PHILIPPINES,Zamboanga,Zamboanga City,7100
1883,Unknown,Import/Export,Food Products,Partnership,Philippines,Iloilo,Bacolod,6100
1884,Medium,Healthcare,Laboratory,Sole Proprietorship,Philippines,Cebu,Lapu-Lapu,6000
1885,Large,Construction,Materials Supply,Partnership,Philippines,Metro Manila,Las Piñas,1400
1886,Small,Other,Laboratory,N/A,Philippines,N/A,Mandaue,6038
1887,Small,construction ,Travel Agency,LLC,Philippines,,Cebu City,6038
1888,Medium,Retail Trade,Clothing,Partnership,Philippines,Metro Manila,QUEZON CITY,1770
1889,Medium,Manufacturing,Electronics,Cooperative,Philippines,Zamboanga, cebu city,7100
1890,Medium,Construction,Renovation,Inc.,Philippines,Zamboanga,Pagadian,7000
1891, Small,Tourism & Hospitality,Hotel,Corporation,Pilipinas, Davao,manila,1550
1892,Medium,Financial Services,Money Exchange,PARTNERSHIP,Philippines,Unknown,Toledo,6014
1893,Medium,Technology,Web Design, LLC, Philippines,Davao,Digos,8002
1894,Large,Technology,E-commerce,Corporation,Philippines,Iloilo, cebu city,5600
1895,Micro,N/A,Tutorial,coop,Philippines,Davao,Panabo,8100
1896,Large,N/A,,sole prop,Philippines,Davao,Panabo,8119
1897,Medium,Retail Trade,Clothing,N/A,N/A,Davao,QUEZON CITY,8002
1898,Small,Agriculture,Rice Farming,Partnership,Philippines,Davao,Samal,8000
1899,Large,manufacturing,Property Management,Partnership,,Iloilo,Bacolod,5000
1900,Large,Financial Services,Remittance,Corporation,Philippines, Davao,Mandaue,6015
1901,Medium,Manufacturing,Furniture,Sole Proprietorship,Philippines,Zamboanga,Zamboanga City,7000
1902,Unknown,, software,LLC,N/A,Unknown,Panabo,8105
1903,Medium,Telecommunications, software,,Philippines,CEBU,Roxas,5600
1904,Medium,Import/Export,Automotive,Sole Proprietorship,Philippines,Metro Manila,Pasay,1740
1905,lg,manufacturing,Infrastructure,,Philippines,CEBU,Digos,8002
1906,,Food & Beverage,electronics,Partnership,Philippines,iloilo ,Pasig,1550
1907,Micro,Manufacturing,TEXTILES,Partnership,ph,Iloilo,Roxas,6100
1908,Micro,Technology,Software Development,Cooperative,Philippines,N/A,Tagum,8105
1909,Medium,Healthcare,Medical Equipment,Corporation,Philippines,Cebu,Talisay,6000
1910,Medium,Technology, software, LLC,Philippines,N/A,Digos,8105
1911,Micro,Manufacturing,misc,Sole Proprietorship,,Iloilo,Iloilo City,5800
1912,MEDIUM,Food & Beverage,electronics,Sole Proprietorship,Philippines,,Samal,8100
1913,Unknown,Tourism & Hospitality,Hotel, LLC,,Zamboanga,Zamboanga City,7016
1914,small,Manufacturing,Electronics,Cooperative, Philippines,Cebu,Cebu City,6000
1915,Medium,Retail Trade,Grocery,Sole Proprietorship,N/A,Iloilo,Roxas,5600
1916,Micro,Healthcare,electronics,corporation,Philippines,Davao,Samal,8105
1917,Unknown,Healthcare,Medical Equipment,Corporation,Philippines,Zamboanga,N/A,7016
1918,Large,manufacturing,Vocational,Corporation,Pilipinas,Cebu, cebu city,6015
1919,Large,Education,,Partnership,N/A,Iloilo,Kalibo,6100
1920,med,Financial Services,Remittance,PARTNERSHIP,Philippines,Zamboanga,Pagadian,7000
1921, Small,Tourism & Hospitality,Resort,corporation,Philippines,Iloilo,Iloilo City,5800
1922,MEDIUM,manufacturing,Grocery,Cooperative,N/A,Davao,Tagum,8002
1923,Large,Retail Trade,Hardware,Partnership,N/A,Davao,Tagum,8000
1924,Medium,,electronics,N/A,Philippines,Davao,Davao City,8000
1925,Micro,N/A,Industrial Equipment,Cooperative,Philippines,Unknown,Mandaue,6038
1926,large ,Agriculture,Rice Farming,Corporation,PHILIPPINES,Zamboanga,Pagadian,7100
1927,Medium,Telecommunications,Internet Provider,,N/A,Metro Manila,N/A,1770
1928,Large,Import/Export,Industrial Equipment,Inc.,Philippines,Davao,Tagum,8119
1929,Large,Construction,Materials Supply,Partnership,Philippines,CEBU,Talisay,6000
1930,Small,Agriculture,Organic Farming,corporation,Philippines,Davao,Tagum,8105
1931,Large,Transportation,other,coop,Philippines,Iloilo,Unknown,5000
1932,,Tourism & Hospitality,Travel Agency,LLC,Philippines,Cebu,Lapu-Lapu,6000
1933,Small,Food & Beverage,Coffee Shop,Sole Proprietorship,Philippines,Davao,manila,8119
1934,,Food & Beverage,Restaurant,Partnership,Philippines, Davao,Roxas,5800
1935,Small,Import/Export,Industrial Equipment,Inc.,Philippines,Zamboanga,Zamboanga City,7000
1936,Micro,Financial Services,Insurance,Partnership, Philippines,Davao,QUEZON CITY,8000
1937,small,Tourism & Hospitality,Restaurant, LLC,Philippines,Davao,N/A,8105
1938,Large,construction ,Electronics,PARTNERSHIP,Philippines,Zamboanga,N/A,7100
1939,,Manufacturing,Food Processing,Corporation,Philippines,Cebu,Talisay,6015
1940,Unknown,Healthcare,Dental,Cooperative,PH,Zamboanga,Zamboanga City,7016
1941,Medium,Tourism & Hospitality,electronics,LLC,N/A,Metro Manila,,1770
1942,Unknown,Financial Services,Money Exchange, LLC,Pilipinas,iloilo ,Pasig,1200
1943,med,,Food Processing,corporation,Philippines,Unknown,QUEZON CITY,1770
1944,Large,Other,Pharmacy,Sole Proprietorship,Philippines,metro manila,N/A,8119
1945,Small,RETAIL TRADE,Textiles,Sole Proprietorship,Philippines,N/A,Quezon City,1200
1946,large ,Construction,Infrastructure,PARTNERSHIP,Philippines,Davao,Davao City,8000
1947,Large,Agriculture,Agricultural Supply,Corporation,Philippines,Davao,Tagum,8000
1948,large ,Technology,Digital Marketing,LLC,N/A,Zamboanga,manila,7000
1949,small,Import/Export,,Corporation,Philippines,Zamboanga,Pagadian,7100
1950, Small,Retail Trade,Grocery,Cooperative,Philippines,Metro Manila,davao ,1400
1951,Small,Telecommunications,Mobile Services,N/A,Philippines,,Iloilo City,5800
1952,N/A,Transportation,Delivery Services,Partnership,,Unknown,Lapu-Lapu,6000
1953,Large,manufacturing,Clinic, LLC,PHILIPPINES,Iloilo,Bacolod,5800
1954,Micro,Technology,E-commerce,Sole Proprietorship,ph,N/A,Pasig,1550
1955,Medium,Agriculture,Organic Farming,coop,Philippines,Zamboanga,QUEZON CITY,7000
1956, Small,,Food Products,Corporation,Philippines,Metro Manila,Unknown,1400
1957,Large,Tourism & Hospitality, software,Corporation,Philippines,Cebu,Toledo,6038
1958,small,Education,Private School,Partnership,,Metro Manila,Pasig,1000
1959,Micro,Other,Digital Marketing,Cooperative,Philippines,Iloilo,Roxas,6100
1960,lg,Education,N/A, LLC, Philippines,Zamboanga,Unknown,7016
1961,Micro,Telecommunications,,Sole Proprietorship,Philippines,Cebu,Lapu-Lapu,6038
1962,Small,RETAIL TRADE, software,Partnership,Philippines,Iloilo,manila,6100
1963,Small,Education,Vocational,Sole Proprietorship,Philippines,Metro Manila,Caloocan,1000
1964, Small,Healthcare,,Cooperative,Philippines,Davao,Panabo,8100
1965, Small,Import/Export,Electronics,Cooperative,,Cebu,Unknown,6015
1966, Small,Financial Services,misc, LLC,Philippines,Davao,N/A,8105
1967,Micro,food&beverage,Materials Supply,Inc.,Philippines,Davao,QUEZON CITY,8000
1968,Medium,Real Estate,electronics,Sole Proprietorship,Philippines,metro manila,Digos,8100
1969,Small,Education,Tutorial,Cooperative,Philippines,Iloilo,Iloilo City,6100
1970,Small,Real Estate,grocery ,LLC,Philippines,Unknown,Iloilo City,5800
1971,Medium,Tourism & Hospitality,Travel Agency,Sole Proprietorship,Pilipinas,N/A,Roxas,5800
1972,Medium,Other,Car Rental,LLC,Philippines,Iloilo, cebu city,5000
1973,Medium,Manufacturing,Textiles,Sole Proprietorship,philippines,Cebu,Talisay,6038
1974,small,Tourism & Hospitality,Event Planning,Cooperative,Philippines,Davao,,8119
1975,Small,,Restaurant,PARTNERSHIP,Philippines,Cebu,Talisay,6000
1976,Medium,Education, software,Sole Proprietorship,PHILIPPINES,Davao, cebu city,8000
1977,, Technology,Digital Marketing,Partnership,Philippines,Iloilo,Roxas,5600
1978,Small,Transportation,other,Corporation,Philippines,Zamboanga,Zamboanga City,7016
1979,Micro,Transportation,misc,Corporation,N/A,N/A,N/A,8100
1980,Micro,Other,Network Equipment,N/A,PH,Iloilo,Unknown,5800
1981,small,Import/Export,,corporation,Pilipinas,iloilo ,Pagadian,7100
1982,lg, Technology,Hotel,PARTNERSHIP,Philippines,Zamboanga,Unknown,7016
1983,Large,RETAIL TRADE,Catering,Corporation,Philippines,Unknown,manila,6045
1984,Medium,Financial Services,Money Exchange,Cooperative,Pilipinas,metro manila,Roxas,5000
1985,Micro,Telecommunications,Internet Provider,LLC,Philippines,Cebu,Mandaue,6014
1986,Micro,Import/Export,Food Products,Corporation,ph,Zamboanga,Pagadian,7100
1987,small,Technology,Web Design,Sole Proprietorship,Philippines,Zamboanga,,7000
1988,Large,RETAIL TRADE,grocery ,Sole Proprietorship,Philippines,Zamboanga,Dipolog,7016
1989,Medium,Transportation,electronics,Partnership,Philippines,Cebu,manila,6045
1990,Large,Food & Beverage,Food Truck,Cooperative,Philippines,Metro Manila,Caloocan,1000
1991,Medium,Transportation,Trucking,Sole Proprietorship,Philippines,iloilo ,N/A,7100
1992,med,Food & Beverage,Food Truck,PARTNERSHIP,Philippines,Davao,Panabo,8002
1993,Small,Food & Beverage,other,Cooperative,ph, Davao, cebu city,5000
1994,,Retail Trade,Pharmacy,Sole Proprietorship,PH,Iloilo,Kalibo,5600
1995,N/A,manufacturing,Commercial,Cooperative,Philippines,Zamboanga,Pagadian,7000
1996,Small,Tourism & Hospitality,grocery ,Inc.,Philippines,Davao,Samal,8119
1997,Small,Construction,other,Cooperative,Philippines,N/A,Muntinlupa,1740
1998, Small,food&beverage,Industrial Equipment,Partnership,Philippines,Davao,Panabo,8119
1999,Medium,food&beverage,Restaurant,sole prop,ph,CEBU,Iloilo City,6100
2000,N/A,construction ,Travel Agency,Cooperative,Philippines,Zamboanga,N/A,7000
