client_uuid,company_size,industry,subindustry,company_type,segment,country,province,city,annual_revenue,employee_count,year_established
AW78YAY,Small  (10-49),Energy,N/A,cooperative,Segment 3,  Philippines,Misamis Occidental,  Concepcion,31674907,48.0,1985
86MD308,Micro (<10),  Finance,Financial Planning,Partnership,Segment 1,Philippines,bohol,Bien Unido,2413951,2.355316849283998,2008
BK3MFLH,small (10-49),Transportation,Freight Forwarding,Sole Proprietorship,Segment 3,Philippines,  Rizal,Angono,6349201,21.0,2010
WJML9CN,Micro (<10),education,Online Learning,  Partnership,Segment 4,Philippines,Zamboanga del Sur,ZAMBOANGA CITY,997998,2.0,1991
9RJG1R4,Large (250+),Logistics,Third-party_Logistics,Sole_Proprietorship,Segment 3,  Philippines,Rizal,Morong,226278222,307.31539830953716,2009
PZRQYZR,Micro (<10),Telecommunications,NULL,sole proprietorship,Segment 1,Philippines,sulu,Jolo,5088381,9.0,2014
ADVX5B9,  Micro (<10),Healthcare,Medical Equipment,LLC,Segment 1,Philippines,Cavite,Trece Martires,5398277,8.7429039833806,1991
H3AGNUF,small (10-49),Professional  Services,management consulting,Partnership,Segment 4,philippines,Cagayan,Camalaniugan,6603895,19.0,1998
E48CSSA,SMALL (10-49),Security,Security Equipment,llc,Segment 1,  Philippines,AKLAN,Balete,30147299,40.0,2012
FYCMC4C,Small (10-49),Healthcare,Dental Services,Sole Proprietorship,Segment 4,Philippines,Cagayan,camalaniugan,34447722,38.37041346179724,2015
M9PCBYC,micro (<10),N/A,laboratory equipment,LLC,Segment 2,Philippines,Nueva Ecija,Gabaldon,3078364,9.335354399077364,1980
IGD15AM,Micro (<10),Mining,Stone_Quarrying,Partnership,Segment 4,Philippines,zamboanga sibugay,Olutanga,11165482,9.149374736210218,2015
9755OI9,Small (10-49),Energy,energy efficiency,,Segment 3,PHILIPPINES,Aklan,Libacao,33415838,34.0,1992
NNBU2LR,MEDIUM (50-249),Hospitality,Travel Agency,LLC,Segment 5,Philippines,misamis occidental,Concepcion,58669245,189.0,1987
J5HQLZC,Small (10-49),Security,  Security Consulting,Corporation,Segment 2,Philippines,davao del norte,  Kapalong,23510193,41.8140775558987,1989
KFN9VW4,Micro (<10),entertainment,Amusement Parks,Cooperative,Segment 3,Philippines,Bohol,Alicia,4062201,8.42983660718922,1980
2J7YUMB,Small (10-49),Logistics,Cold_Chain_Logistics,cooperative,Segment 2,Philippines,Bulacan,Malolos,8729428,14.531362005081878,1991
9A3KYKE,Micro  (<10),LOGISTICS,distribution services,Cooperativ,Segment 2,philippines,Negros_Oriental,Amlan,4580433,8.358387570761398,2015
RRR502T,Small  (10-49),NULL,Sports Marketing,,Segment 3,Philippines,Zamboanga_del_Sur,Dumalinao,32899761,45.10135977760489,2007
2969Z22,Micro_(<10),Telecommunication,Telecommunications Equipment,Sole Proprietorshi,Segment 4,  Philippines,zamboanga del sur,aurora,3286734,6.445947055986014,1980
GIVIPUI,Medium (50-249),Professional  Services,Consulting Services,  Corporation,Segment 5,  Philippines,Tarlac,bamban,38645823,77.0,2017
TLCB1V8,Medium (50-249,Hospitality,Resort Management,Corporation,Segment 3,PHILIPPINES,south cotabato,Lake  Sebu,78463311,191.789080293573,2015
QOMWRWP,micro (<10),Textiles,Fabric Manufacturing,N/A,Segment 2,  Philippines,Sorsogon,Irosin,2247157,4.0,2015
4O5MVK6,micro (<10),  Energy,electricity distribution,Partnership,Segment 2,Philippines,Capiz,  Mambusao,6072309,6.672546801459348,2010
3PYDDAC,  Micro (<10),retail,SPECIALTY RETAIL,Cooperative,Segment 3,Philippines,  Bohol,antequera,344257,1.0,2010
N93Z4SM,,Media,marketing communications,Corporation,Segment 1,Philippines,Antique,Bugasong,21120876,30.0,2003
VYP37E6,medium (50-249),Finance,Investment_Services,Partnership,Segment 1,PHILIPPINES,cavite,Trece Martires,66794119,62.0,2009
VADICHI,SMALL (10-49),chemicals,  Fertilizers,N/A,Segment 2,Philippines,Albay,Camalig,23283489,32.0,2016
MUEGS5C,Micro (<10),Water,Water_Purification,  Partnership,Segment 1,Philippines,Bukidnon,Cabanglasan,3734728,8.685089105999989,1998
PHR0I1V,medium (50-249),,industrial chemicals,COOPERATIVE,Segment 1,Philippines,Nueva_Ecija,Bongabon,189575144,243.0,1984
24ZU7AD,Small (10-49),Chemicals,Agricultural_Chemicals,Cooperative,Segment 1,  Philippines,Sarangani,Malungon,19960928,46.60452265263808,2013
ZY6FHIK,micro (<10),Education,Skills Training,Partnership,Segment 1,Philippines,Capiz,Jamindan,5189289,8.0,2006
0C641U2,Micro (<10),  Hospitality,Travel Agency,N/A,Segment 1,Philippines,leyte,Abuyog,463149,1.0,2009
V796RVY,micro (<10),Automotive,Auto Sales,Cooperative,Segment 5,Philippines,misamis oriental,Balingoan,6769088,9.0,1988
H3TTWTW,Micro (<10),Educatio,Tutorial  Services,Cooperative,Segment 2,Philippines,Laguna,CALAUAN,3679921,9.3280238377376,1996
S2YOIMC,Micro  (<10),aviation,  Aviation Insurance,  Corporation,Segment 2,Philippines,Pangasinan,San Carlos,4325472,9.69849372184027,1997
277UYUT,Small (10-49),Hospitality,entertainment venues,NULL,Segment 3,philippines,Capiz,Ivisan,8199606,18.151083406286105,2011
F6K9L1I,Micro (<10),Technolog,IT_Services,cooperative,Segment 1,  Philippines,  Antique,  Libertad,2881561,4.0,2012
WS17GMD,Small (10-49),Textiles,Fashion Design,SOLE PROPRIETORSHIP,Segment 4,Philippines,Nueva Ecija,GAPAN,17762874,35.0,1983
3ZLK2CK,small (10-49),Chemicals,  Chemical Distribution,Cooperativ,Segment 3,Philippines,Rizal,Rodriguez,8349454,15.0,1985
S30TNLW,medium (50-249),Energy,Energy Storage,Sole Proprietorship,Segment 1,PHILIPPINES,Tarlac,camiling,128137921,97.71183142750947,1982
EVQKV9C,MICRO (<10),Mining,,Corporation,Segment 2,philippines,negros oriental,  Bacong,1866088,2.0,1996
ZPLP70Y,Medium_(50-249),security,Personal Protection,NULL,Segment 4,Philippines,camarines sur,Buhi,127392006,216.26148965280447,1986
PJOKIR6,Small  (10-49),Professional  Services,Architectural Services,Sole Proprietorship,Segment 4,Philippines,Rizal,Pililla,27647099,37.0,1985
N061WIR,Small (10-49),Water,Water Testing,Corporation,Segment 2,philippines,Davao  Oriental,Lupon,23891687,31.115682090090697,1986
S92LP4O,Micro (<10),beauty & wellness,Health & Beauty,sole proprietorship,Segment 3,Philippines,palawan,Bataraza,4656988,9.0,1981
1EWIGDS,  Micro (<10),Transportation,Courier Services,llc,Segment 1,Philippines,Batangas,San  Juan,2729858,6.353007006058625,1991
B1GARLH,Micro  (<10),FINANCE,Insurance,Corporation,Segment 5,Philippines,Sorsogon,Bulan,7937555,9.285214807319075,1995
7BBBHYR,Micro_(<10),marine,  Boat Repair,partnership,Segment 1,Philippines,South Cotabato,Koronadal,1362885,3.6320191793264986,2016
2HYTUD9,Large  (250+),security,Surveillance Systems,Cooperative,Segment 4,philippines,davao oriental,Banaybanay,602895198,1247.0,1990
CJ1SQW1,Medium_(50-249),Energy,Energy  Consulting,LLC,Segment 3,Philippines,Negros  Oriental,Tanjay,43572478,52.16627766717131,2012
3MRBCF1,Small (10-49),,Pharmaceutical Research,Cooperative,Segment 3,Philippines,Ilocos Norte,CURRIMAO,18282852,40.11519847607631,1996
TAMVM8A,Small (10-49),NULL,Fabric Manufacturing,LLC,Segment 2,Philippines,Sultan Kudarat,Lutayan,20954152,39.74623539848661,2004
BEFSPLX,Small (10-49),waste management,Waste Disposal,sole proprietorship,Segment 1,philippines,Rizal,Taytay,34117022,48.0,1995
I3OL04M,Micro (<10),Transportation,  Delivery Services,Cooperative,Segment 1,Philippines,La Union,Balaoan,6751246,9.0,1988
D7S44TT,Micro  (<10),media,Marketing  Communications,Corporation,Segment 1,Philippines,Northern Samar,Bobon,5185440,7.0,1991
JE5BEUR,MEDIUM (50-249),Construction,ROAD CONSTRUCTION,Partnershi,Segment 1,Philippines,Maguindanao,Datu  Blah  T.  Sinsuat,181099623,194.75999059930186,2012
ZG4GDHN,Micro  (<10),,Inventory_Management,Partnership,Segment 3,Philippines,  Aklan,Ibajay,2778431,8.250784141767777,1984
LWEBCGZ,Large (250+,Pharmaceutical,Drug Manufacturing,LLC,Segment 2,Philippines,Tarlac,Paniqui,242649827,311.547804980445,2018
3CZB7MK,,REAL ESTATE,Residential Sales,NULL,Segment 1,Philippines,Misamis Oriental,claveria,107347542,91.0,2005
4XH11H2,Medium (50-249),,Composting,cooperative,Segment 5,Philippines,Camarines Sur,  Bato,97736113,249.0,2018
N17DYF1,medium (50-249),Automotive,  Auto Repair,Sole Proprietorship,Segment 4,Philippines,Misamis Occidental,Concepcion,83909123,135.46747515380724,2015
MJ2HAID,large (250+),Finance,Money Exchange,LLC,Segment 4,Philippines,Palawan,Brookes Point,1166502034,1088.0,2018
A8OG1FT,Medium (50-249,Construction,electrical installation,llc,Segment 5,PHILIPPINES,Capiz,  Panitan,34635690,52.0,1995
SRN8R1S,,  Agriculture,AQUACULTURE,corporation,Segment 1,Philippines,Iloilo,Iloilo  City,1457473,3.0,2013
IVPBW2K,Micro (<10,Water,Water Purification,Partnership,Segment 2,philippines,Zamboanga del Sur,Bayog,327713,1.0,2005
35OU23Y,Micro (<10),Manufacturin,Metal Fabrication,corporation,Segment 3,Philippines,Sorsogon,Juban,3394064,4.0,1992
3GE1T5L,Medium (50-249,Finance,Financial  Planning,  Cooperative,Segment 3,Philippines,CAVITE,Bacoor,143242426,115.0,1984
FP2R52Q,micro (<10),Aviation,Aviation  Insurance,,Segment 1,Philippines,Davao_del_Norte,Braulio E. Dujali,2675136,4.870117185509615,2001
BQ6YE1R,Medium (50-249),AGRICULTURE,Corn Production,Corporation,Segment 4,PHILIPPINES,Antique,Caluya,53507348,156.29789280563452,2015
9RTDHZT,Micro  (<10),WATER,water distribution,cooperative,Segment 1,Philippines,Albay,Legazpi,2187334,3.0,2012
Y9424IA,Small (10-49),Entertainment,Arts & Crafts,Cooperative,Segment 1,Philippines,Davao del Sur,Kiblawan,11661119,17.142507088633185,1983
RFM4YXK,Large_(250+),Healthcare,Veterinary  Services,LLC,Segment 2,philippines,Palawan,balabac,709465796,1133.757991610423,1988
3Z5TIPD,Medium (50-249),Textiles,custom tailoring,Corporation,Segment 2,Philippines,Tarlac,  Moncada,37833073,61.0,2001
9IKAIYO,Micro (<10),Automotive,Tire Services,LLC,Segment 2,philippines,capiz,Mambusao,758841,2.0,2003
KQSGS72,Small (10-49),N/A,NULL,Partnership,Segment 1,Philippines,Samar,Motiong,3912686,13.0,1990
UBTW6H3,Large  (250+),Water,Water Distribution,Cooperative,Segment 4,Philippines,Eastern_Samar,Guiuan,1156867781,1617.0,1984
Y61M0H9,Micro_(<10),N/A,mobile app development,corporation,Segment 1,Philippines,davao oriental,Lupon,3647255,5.805219032423405,2006
ACORUHY,Medium (50-249),Technology,IT_Services,LLC,Segment 1,Philippines,northern samar,Laoang,182434924,206.18189048446376,1998
STOXHGS,Small  (10-49),agriculture,  Fruit Production,partnership,Segment 4,Philippines,Bohol,Bilar,17895084,36.0,1991
RM89J27,Large (250+,N/A,NULL,Corporatio,Segment 5,philippines,Capiz,Ivisan,1126380557,1413.0,2007
1GSZQS0,micro (<10),Technology,NULL,Corporation,Segment 4,philippines,Misamis Oriental,Claveria,1770197,3.0,1996
4CVFX0U,,logistics,Supply Chain Management,LLC,Segment 4,  Philippines,Misamis Oriental,Balingoan,51331258,85.0,2005
UXH6EYQ,N/A,Telecommunications,  Mobile Services,Partnership,Segment 3,philippines,Iloilo,Barotac Viejo,17785023,24.0,1997
VVZX3QW,micro (<10),Educatio,tutorial services,partnership,Segment 2,Philippines,Pangasinan,  Dagupan,5246997,9.0,1982
2M2NH5K,Small (10-49,Beauty & Wellnes,Massage Therapy,LLC,Segment 1,Philippines,Zamboanga del Sur,dimataling,6189851,11.0,1992
J8Q5I4O,Small (10-49),education,Vocational_Training,Partnership,Segment 2,philippines,Tawi-Tawi,Simunul,13295894,22.0,1986
OAOIGIK,Micro (<10),Chemicals,Pesticides,CORPORATION,Segment 2,philippines,DAVAO DEL SUR,Magsaysay,1305666,2.84024145342791,1982
QEO0T8Q,Micro (<10),,irrigation systems,Corporation,Segment 1,Philippines,RIZAL,Rodriguez,3239790,6.187702458684596,2017
63DVT2U,Small  (10-49),Retail,Clothing & Apparel,SOLE PROPRIETORSHIP,Segment 3,Philippines,South Cotabato,Koronadal,5601665,15.220739198923651,1981
E0K1IMS,Micro (<10),Construction,N/A,Sole Proprietorship,Segment 2,Philippines,Batangas,NASUGBU,4180987,8.0,2002
F5OZTLZ,Small_(10-49),Marine,fishing services,cooperative,Segment 1,Philippines,Samar,Matuguinao,15695907,26.179226013069997,1985
9OSRZK3,Micro  (<10),Furniture,,Corporation,Segment 1,PHILIPPINES,bohol,Batuan,3011221,7.0,1996
PT1APD5,Small_(10-49),Retail,DEPARTMENT STORES,Corporation,Segment 3,Philippines,Leyte,Barugo,13392011,23.46595649403354,1980
F6RHG5G,Micro (<10),Marine,  Boat Manufacturing,Corporation,Segment 1,Philippines,Pangasinan,Alaminos,1204774,4.0,2008
HE2JIVJ,Large  (250+),entertainment,sports & recreation,LLC,Segment 4,Philippines,Sorsogon,BULUSAN,250171624,332.0,1995
T8J9PZ4,Micro (<10),Furniture,Wood Working,LLC,Segment 2,Philippines,davao del norte,tagum,2364943,3.334954862003129,2017
BKC6JC7,Micro (<10),Telecommunications,  Satellite Communications,Cooperative,Segment 2,Philippines,Tawi-Tawi,sitangkai,6115948,9.0,2016
S9F1ASC,Small (10-49),  Marine,Marine Transportation,Cooperative,Segment 2,Philippines,Zamboanga_Sibugay,Kabasalan,18795342,26.380753534465374,1994
NOALKI6,small (10-49),Waste_Management,Waste Collection,cooperative,Segment 4,Philippines,Negros Oriental,Bais,15439855,38.35826073101768,1990
OJ0RT63,Small (10-49,Chemicals,Chemical Processing,Cooperative,Segment 1,Philippines,davao del sur,DAVAO CITY,26799035,42.23600962339757,2014
AONMUFT,NULL,Entertainment,theater production,  Corporation,Segment 3,  Philippines,laguna,  Bay,4283894,14.0,1999
CYSSPZ6,Medium (50-249),Transportation,Freight  Forwarding,N/A,Segment 2,Philippines,La_Union,Bagulin,103362232,225.0,2003
QW7UEOB,Micro  (<10),Finance,Money Exchange,Cooperativ,Segment 1,Philippines,Capiz,Jamindan,8719523,9.0,2000
VMYURSM,Micro_(<10),N/A,AIRCRAFT SALES,LLC,Segment 4,philippines,iloilo,  Barotac Viejo,2391424,7.0,2018
MP175XE,NULL,beauty & wellness,massage therapy,Partnership,Segment 3,philippines,Compostela Valley,Mawab,1763677,4.0,1980
7VVF49K,Small  (10-49),Retail,Electronics_Retail,Sole Proprietorship,Segment 3,Philippines,Albay,Jovellar,36407319,47.0,1996
FHEM4MA,Medium  (50-249),Chemicals,Paint & Coatings,Sole  Proprietorship,Segment 4,Philippines,  Sultan Kudarat,Columbio,54375771,146.0,1998
EI63Q8P,Micro (<10,pharmaceutical,Medical Devices,Corporation,Segment 4,philippines,Lanao del Norte,Baloi,3926159,5.387678200052461,1990
ZE6E1UH,SMALL (10-49),N/A,Passenger  Transport,COOPERATIVE,Segment 3,Philippines,Cebu,Danao,28961712,46.0,1997
V0ERH8Q,Small (10-49),  Healthcare,Physical_Therapy,Partnership,Segment 4,Philippines,Tarlac,Gerona,14220697,15.0,1984
VC3X6JG,Small (10-49,Education,Vocational Training,Corporatio,Segment 3,Philippines,Isabela,Cauayan,6216083,13.0,1989
221X1LS,  Medium (50-249),NULL,Garment_Manufacturing,LLC,Segment 3,Philippines,Bulacan,meycauayan,51904097,86.87564167813157,2008
XWYMS7B,Small (10-49),real estate,Real  Estate  Brokerage,Sole  Proprietorship,Segment 3,Philippines,Batangas,calaca,45297919,41.0,2017
02ARCZU,SMALL (10-49),Professional  Services,Architectural Services,Partnership,Segment 3,philippines,Capiz,Dumarao,4077219,12.0,2012
PAQG8E0,Micro (<10),agriculture,Poultry Production,LLC,Segment 1,Philippines,Samar,Motiong,2909731,8.0,2010
J1U91M9,large (250+),HOSPITALITY,Hotels_&_Lodging,LLC,Segment 4,philippines,Metro  Manila,Parañaque,706830054,1123.0,2011
FPJ8XJL,Small_(10-49),Finance,,Corporation,Segment 4,Philippines,PALAWAN,Cagayancillo,32048914,35.0,2006
5J1Z20J,small (10-49),Chemicals,N/A,Corporation,Segment 1,Philippines,laguna,Calauan,15203764,32.717024491679446,2016
PTYXPPY,Medium (50-249),Media,Publishing,Cooperativ,Segment 4,Philippines,Sultan Kudarat,Lebak,122974163,227.0,1986
V4AKFQN,Micro_(<10),TEXTILES,  Clothing Production,Cooperative,Segment 1,Philippines,Northern Samar,Bobon,3051587,6.0,2016
PEK2KPY,Micro (<10),agriculture,RICE PRODUCTION,llc,Segment 1,philippines,Tawi-Tawi,Simunul,3968024,6.0,2017
XS98R7Y,Medium (50-249),Entertainmen,Film Production,Partnership,Segment 3,Philippines,Pampanga,Bacolor,107823161,169.17331079581365,2016
V8EL8UZ,  Small (10-49),Finance,remittance services,Cooperative,Segment 1,Philippines,Metro Manila,Valenzuela,29999360,40.0,2002
WW9YT66,micro (<10),Professional  Services,  Legal Services,Partnership,Segment 4,Philippines,MISAMIS OCCIDENTAL,Oroquieta,7128418,9.0,2007
SP8EXE2,Micro  (<10),Hospitalit,Travel_Agency,Sole  Proprietorship,Segment 4,PHILIPPINES,Bulacan,Plaridel,1963095,5.0,2012
0BANH06,Micro (<10,waste management,Sanitation  Services,llc,Segment 2,philippines,Eastern  Samar,Guiuan,1850974,6.233302506841378,2014
YPVP6EG,Micro (<10),WASTE MANAGEMENT,Waste_Collection,SOLE PROPRIETORSHIP,Segment 1,philippines,Albay,Daraga,1550526,2.0,2009
GUQTA55,  Small (10-49),Furniture,Furniture Retail,NULL,Segment 1,Philippines,Sorsogon,Juban,8585828,19.529055457012227,2010
RDW0DMK,SMALL (10-49),manufacturing,automotive parts,Sole Proprietorship,Segment 3,philippines,Nueva Ecija,San Jose,34641943,46.0,2013
D0WW3XP,small (10-49),Technology,Cloud_Services,LLC,Segment 5,Philippines,pampanga,candaba,8189944,13.0,1998
87UAYNS,Small (10-49),Professional  Services,N/A,LLC,Segment 3,Philippines,Batangas,San Juan,23806313,42.40750131058,2013
M3O8C2X,Micro (<10),,Restaurants,Corporation,Segment 1,Philippines,South_Cotabato,Santo Niño,1245593,2.0,1982
037A7GA,Small (10-49),agriculture,Corn  Production,N/A,Segment 3,Philippines,Davao del Norte,Panabo,18412725,32.0,2001
58S22PD,  Micro (<10),Entertainment,event management,corporation,Segment 2,PHILIPPINES,Masbate,Masbate City,2846323,4.0,1991
EV4SRFI,Small (10-49),waste management,environmental consulting,Partnership,Segment 3,Philippines,Samar,Calbayog,4135807,13.38289031546533,2012
HVP7PNF,Micro (<10),  Sports,Athletic Training,Sole Proprietorship,Segment 1,Philippines,Tawi-Tawi,MAPUN,1210454,2.0,1998
36XTAW6,medium (50-249),Retail,Grocery Stores,Cooperative,Segment 3,  Philippines,Cagayan,Calayan,92050353,214.0,1986
0TXEP6J,micro (<10),,AUTO PARTS,Corporation,Segment 2,Philippines,Basilan,Hadji Mohammad Ajul,3998719,9.756630836027021,2007
QQXM1NW,Medium_(50-249),Technolog,Software Development,Cooperativ,Segment 5,Philippines,Antique,Patnongon,264248565,239.0,2006
MV8SW5K,Small_(10-49),entertainment,,LLC,Segment 1,Philippines,Laguna,Bay,18179499,33.82914581568695,1983
HAQZ2HH,Micro (<10),Finance,,Sole  Proprietorship,Segment 3,Philippines,Batangas,san juan,5020825,7.738680611424916,2001
CB06RKG,Micro (<10),Construction,NULL,Corporatio,Segment 4,Philippines,MISAMIS ORIENTAL,Gingoog,5552802,6.0,2012
TE4LLBZ,Micro (<10),Transportation,Freight_Forwarding,LLC,Segment 1,Philippines,Laguna,San Pablo,1349722,3.0,1993
7F9NX6S,Large_(250+),Technology,Web Development,partnership,Segment 4,Philippines,Leyte,Alangalang,1112726835,813.395467547533,2015
3VBWWV3,micro (<10),Real Estate,Land  Development,Cooperative,Segment 3,Philippines,Negros Oriental,Bais,3980673,4.365363638523872,2017
Q8L8FJW,MICRO (<10),Real Estate,  Land Development,Sole Proprietorship,Segment 1,philippines,Camarines Sur,Balatan,2367299,3.4915299003149465,2013
WKTG8B6,Small (10-49),NULL,medical supplies,PARTNERSHIP,Segment 1,PHILIPPINES,Lanao  del  Norte,Lala,25784731,42.0,1993
883UYMG,small (10-49),Mining,Iron Ore Mining,Cooperativ,Segment 3,Philippines,Bulacan,Marilao,62310439,49.0,2003
WDED36M,Small_(10-49),Securit,cyber security,Cooperative,Segment 1,  Philippines,Albay,legazpi,12139309,23.0,2018
BZ1CU5F,Micro (<10,Manufacturing,NULL,Cooperative,Segment 2,Philippines,  Cavite,Trece Martires,3983881,9.0,1991
8RFMLGN,Micro (<10),PROFESSIONAL SERVICES,business consulting,Cooperative,Segment 1,  Philippines,Rizal,taytay,3047656,5.0,2006
54J4H02,Micro (<10,Construction,Road Construction,Sole Proprietorshi,Segment 3,Philippines,ilocos sur,Cabugao,5224122,6.301835450338775,1998
C5ZCLNS,Micro (<10,CHEMICALS,Specialty Chemicals,Cooperative,Segment 1,philippines,Laguna,Biñan,2320189,3.0,1995
BJI2Z92,Small (10-49,Manufacturing,Automotive Parts,Corporation,Segment 4,philippines,Laguna,Cabuyao,34141716,42.49833398383277,2012
Y0BV5QB,Medium  (50-249),Manufacturing,Food_Processing,NULL,Segment 5,Philippines,negros occidental,Sagay,69256902,93.27804362839423,2018
7VARPJ4,Small (10-49),Retail,Online Retail,,Segment 5,Philippines,Maguindanao,Ampatuan,15898075,21.138587966718827,1996
8LUKCIS,Medium (50-249),Media,digital media,Sole Proprietorship,Segment 3,Philippines,  Davao del Norte,Kapalong,19804626,53.0,2006
