client_uuid,loan_uuid,loan_type,contract_date,initial_loan_amount,loan_end_date,original_loan_end_date,current_principal_outstanding,days_past_due
K0M9OVY,V5QSTO2,Term Loan,2019-05/01,265862419,2019-11/23,2020/04/25,13395.54,25
IJPPMQ6,9PN5F2U,Working Capital,2019-06-23,87949541,2020-06-17,2020/06/17,11885.76,5
K4JHKTX,QZHO0S3,Term Loan,2019-04-14,297829449,2019/10-11,2019-10/11,34420.35,12
AI73TCO,UGL843C,Equipment Financing,2019-06-19,107898467,2022/06-03,2022/06/03,11249.01,19
BQAOJQC,CCTYR14,Term Loan,2019-06-21,235856125,2023-07-23,2023/05/31,31958.88,1
97MV937,GKL7NZL,Trade Financing,2019/04-09,275570753,2021/03-29,2021/03-29,20234.26,4
THEB1VI,1DURQX2,Equipment Financing,2019/06/10,92794588,2020-06-04,2020/06/04,8779.46,0
HPF9418,HZE40SA,Trade Financing,2019/05/31,175491183,2021/01-08,2020/05-25,7967.8,6
S0F0BOL,OZ1N0IR,Working Capital,2019/04-15,265943668,2022-03/30,2022-03-30,13514.46,3
U6ZR6TO,2Q7WQM9,Business Line of Credit,2019-05/09,321893017,2021-11-25,2022/04/23,256743.31,307
4YO0B86,6N73813,Working Capital,2019/04-18,264491148,2021-04/07,2021/04-07,21048.11,1
66C5MUD,H6SSAXA,Equipment Financing,2019/04-07,72460977,2022/03/22,2022/03-22,17735.28,54
K7Y7KBP,XFAZOU7,Term Loan,2019/04/02,208060113,2020/06-03,2020-03-27,105598.59,192
YDUK73D,YWA04J0,Term Loan,2019-06-12,108889197,2021/06-01,2021-06/01,1898.05,2
98BMXDG,35C3DVL,Working Capital,2019/06/10,163954765,2020-09-16,2020-06/04,12700.77,6
5N2EA4F,8C5DXSI,Term Loan,2019/06/04,293801859,2021/05-24,2021-05/24,179872.15,214
ZKEL8E6,8GB5SSM,Term Loan,2019/04-26,241724236,2019/10-23,2019/10/23,22567.25,14
N8RIZ41,5J73PA2,Business Line of Credit,2019/05-27,146820510,2020/05-21,2020/05/21,10812.78,26
1SCSTYK,8VFZUPH,Term Loan,2019/06-06,153882473,2020-11/27,2020/11-27,6640.25,29
NHEHK2U,VSF1Z1G,Business Line of Credit,2019-05-14,225955449,2019/11-10,2019/11/10,31070.09,5
V9UB9ME,DF4KFH4,Equipment Financing,2019-04-26,83089571,2021-04/15,2021/04-15,12189.49,43
77HKFA5,PHMCW5X,Term Loan,2019-05/30,221489284,2020/05-24,2020-05/24,32589.52,75
HNK4BRA,UOIW3IG,Trade Financing,2019/05/18,217543770,2020-05/12,2020/05/12,20948.58,4
3VULGYH,05W0UO0,Equipment Financing,2019/04-08,229568507,2022/11/07,2022-03-23,33174.13,6
HB8CQ4J,TLB41OU,Term Loan,2019/04/26,223973158,2024/06/03,2024/03-30,76252.97,112
W39OZG3,CMXX6NC,Term Loan,2019-05/11,228796649,2020-08/02,2020-05-05,5890.08,1
3VLP1CY,03RI0ZA,Term Loan,2019/04-22,148195097,2021-01-10,2020/10/13,28699.09,74
DH2OFCX,TAVUGHQ,Working Capital,2019/06-21,283539711,2022/02-10,2021/06/10,21404.88,3
X0CLGTO,ENWSX34,Working Capital,2019-04/15,348760477,2020-12-25,2021/04/04,253055.56,53
QDDODMF,BXHXNY5,Business Line of Credit,2019-04-20,332172575,2020-10/11,2020/10-11,269870.88,172
F0NT0CQ,GSDF60D,Working Capital,2019/05/11,113968040,2022-04-25,2022-04-25,2348.24,6
ZXYPA5X,0DP8NKL,Equipment Financing,2019/05-22,264713337,2021/05/11,2021/05-11,31000.03,0
4MXSDGR,YB6U2RD,Working Capital,2019-06/26,81854266,2021/06/15,2021/06-15,8646.02,2
F2KJ0RD,OAMH4YI,Equipment Financing,2019/06/17,92603903,2022-06/01,2022-06/01,15177.42,57
0QVUE2F,QT0CNST,Business Line of Credit,2019/05/21,155957619,2020/05-15,2020-05-15,36180.75,35
ICIU7FA,6RUZ20N,Trade Financing,2019-05/17,144725467,2021-08-20,2021-05/06,5884.68,1
K0M9OVY,VR5ZCXM,Trade Financing,2019/05-24,250096948,2020/05/18,2020/05/18,61753.02,75
BPTGAVJ,J8MSTJL,Working Capital,2019/05/02,283456805,2020-04/26,2020-04-26,17249.58,2
Y64GWV3,X2C8LPB,Term Loan,2019-06/28,140890219,2021-06/17,2021/06-17,3481.28,2
54DNNM4,6RCYOTY,Business Line of Credit,2019-04-07,338811715,2021/06-29,2021/03/27,181375.58,459
5JL8RWL,876MWO5,Business Line of Credit,2019-04-03,374288171,2020-12/30,2020/09-24,208327.43,145
9RTDHZT,MSSTPQA,Business Line of Credit,2019/04-16,300157459,2020-12/21,2020/10/07,15691.46,5
PH5R63M,9442I70,Working Capital,2019/04-14,294455161,2020/10-05,2020/10/05,29587.42,0
VOTW4Q8,XFESBUQ,Equipment Financing,2019/04-16,171252182,2020-10-07,2020/10-07,10323.31,13
1CFCDHL,ICSFXHU,Working Capital,2019-05/17,148008558,2020/06-27,2020/11-07,17479.71,16
738E5D6,4LTE2HX,Equipment Financing,2019/04/04,89582796,2020-03-29,2020-03/29,2620.79,3
S51149M,PMSJE54,Business Line of Credit,2019-05/12,283121863,2020-05-06,2020/05/06,29904.18,2
7KUSWKS,NY8UT2N,Working Capital,2019-06-08,392474507,2023/07-17,2023-05-18,306439.73,37
I8J2NFV,OIF9D8U,Term Loan,2019/04-25,134285899,2021/04-14,2021-04/14,6188.28,8
O1EHV3D,IIGL481,Business Line of Credit,2019/04/08,237397354,2022-03/23,2022-03/23,21813.82,75
G2TH942,72TVTC7,Equipment Financing,2019-06-07,161896200,2020/11-28,2020/11-28,14518.37,7
2UA75N8,E0GDXRT,Working Capital,2019/06/02,257297364,2021-05/22,2021-05/22,22376.12,4
HE2JIVJ,BM9O4ET,Business Line of Credit,2019/05-30,293412199,2021/05-19,2021-05/19,35696.47,1
PWQ6RWI,RE8VN8C,Equipment Financing,2019/05-01,138963475,2022/01-12,2022/04-15,7153.47,1
TL9I6F5,GHF9OJD,Equipment Financing,2019/04/05,278789177,2021-07-11,2021/03/25,23644.44,85
R52TSPK,PK8B4C7,Working Capital,2019/06-16,242215042,2020/06-10,2020-06-10,32494.76,6
FRQN1VP,9JQBCZR,Equipment Financing,2019-06/20,198996791,2022-06-04,2022-06/04,28511.06,3
PTTVFTE,M0N8ZWJ,Business Line of Credit,2019-05-17,190066948,2021-05-06,2021/05/06,3945.79,24
7Q9SFX6,LNGM4T4,Trade Financing,2019/04/17,262634875,2021-01/06,2020/10-08,30658.9,0
I9G0YRH,ZSGDV6I,Term Loan,2019/05/03,201077741,2020-04/27,2020/04/27,20234.99,26
1DAIGFD,50834G5,Working Capital,2019/05-12,243291995,2020/12-16,2020/05/06,25764.37,14
OF0QH89,NQ469GY,Equipment Financing,2019/04-20,228219621,2021-04-09,2021/04-09,6397.38,0
W9J0RMW,T100COV,Business Line of Credit,2019-04/06,275297991,2019-10/03,2019/10-03,44294.66,47
V8TZEMZ,KTI7RIQ,Business Line of Credit,2019-06-04,201714461,2022/05-19,2022-05/19,34045.82,75
Q87A9CA,AHJ7UBU,Term Loan,2019-06/02,224931555,2021-09/01,2021-05-22,3664.07,1
SVXN10E,GXEWK7J,Trade Financing,2019-06/09,190385309,2020/11-30,2020-11/30,8409.01,13
1QEES74,NVWOO9U,Business Line of Credit,2019/05/17,202929868,2020/11/07,2020-11/07,4373.08,7
UM8XFFZ,QPM63WQ,Equipment Financing,2019-06-23,159024324,2022-06/07,2022/06-07,16886.56,11
ITLNDY8,QRI1ZYP,Equipment Financing,2019/06/12,246700275,2020-06-06,2020-06-06,192348.73,317
BSBK6IY,KRUFYNS,Term Loan,2019-06-03,160888888,2022-05/18,2022/05-18,5224.35,8
AXUKR44,7TX1K65,Working Capital,2019/04/09,253593938,2019/10/06,2019-10/06,25322.11,15
KTRSGHG,QQOA7NJ,Trade Financing,2019-06-12,82089720,2022-05/27,2022/05/27,4623.89,5
RGZHF3W,C96CIPH,Business Line of Credit,2019/06-13,122491642,2019-12/10,2019-12/10,9252.14,19
TL9I6F5,72OA0E8,Term Loan,2019-04/26,157167222,2023/02/24,2023/04/05,21740.88,2
5YG34LI,M4D0BFP,Term Loan,2019/04-27,260212352,2021/04/16,2021-04-16,19766.54,2
CXWZE7N,F2CK8WR,Equipment Financing,2019/05-03,79750103,2019-10/30,2019/10-30,5182.21,11
GYZFTRT,3SPPKTR,Working Capital,2019-04/10,142141276,2021-03-30,2021-03-30,16828.98,8
RG3N30Q,B6Y5ZRQ,Trade Financing,2019/04/08,213088383,2020-09/29,2020/09/29,25626.13,81
9R8H3ZF,WE4NXFY,Working Capital,2019-04/15,235027890,2020-12-30,2021-04-04,26678.32,4
IOV2KFZ,6VNGXSY,Equipment Financing,2019-06/09,88553099,2023-01-10,2022-05/24,24016.0,56
QFOEEYS,Z7N75SV,Term Loan,2019/06-24,73931736,2020/06/18,2020/06-18,4341.25,19
DKBNHGQ,DQH8SYL,Trade Financing,2019-04-17,214420688,2020-04/11,2020/04/11,182710.43,446
X6U1DOW,Q3YPMO1,Equipment Financing,2019/04/07,194182420,2021/03-27,2021/03/27,16349.74,5
JTWKH29,TNNOHA7,Working Capital,2019-05-08,245430150,2022-08/17,2022/04/22,19417.02,6
5D7EGY3,O3WVT2X,Working Capital,2019/04-15,112543709,2022-11-16,2023-03/25,9312.14,5
N8RIZ41,Z97NDB2,Term Loan,2019/05-06,138722218,2020-04-30,2020-04/30,11566.19,66
ITLNDY8,JGYUI5T,Business Line of Credit,2019/04-12,321511648,2021/04/01,2021-04/01,107865.42,56
B0E1869,QB48EQI,Business Line of Credit,2019/04-25,247673596,2021/01/02,2021/04-14,13138.73,16
PIPPDKX,8VBJ3EY,Term Loan,2019-05/22,229323104,2021-02-06,2020/11-12,11782.47,1
3ZR8JRA,Q91HIT1,Business Line of Credit,2019/04/10,208143020,2023/03/20,2023/03/20,27453.29,7
WB3ETZF,SAR2Q7Z,Business Line of Credit,2019/04/30,119692724,2020/03-18,2019-10/27,5372.14,8
E32WAED,MIDTJ97,Working Capital,2019/04-15,270454602,2021/07/05,2020/10-06,23908.38,1
9BV15YA,T7FKRBN,Equipment Financing,2019/04-17,394153361,2021/04/06,2021/04/06,206041.78,41
ZZE9XO3,2R1BL0P,Business Line of Credit,2019-05/26,260705644,2023-05/05,2023/05/05,14254.51,13
F2KJ0RD,710V09G,Term Loan,2019-04/17,103134668,2021-08/09,2021-04/06,10965.79,2
SUAH8Y8,MQN9LAX,Business Line of Credit,2019/04-22,197242493,2022/04-06,2022/04/06,7202.88,8
738E5D6,F4ZL0RO,Working Capital,2019-06-15,212279217,2021-02/25,2021/06-04,20389.0,1
7KUSWKS,PYKZMJ7,Trade Financing,2019-06-08,215391522,2022/05-23,2022-05-23,112976.55,123
12F0TVB,ICNXDPU,Trade Financing,2019/05-05,218574296,2020-10-26,2020-10/26,25690.21,6
TJR68YC,U7S0B0K,Term Loan,2019/04-20,228101894,2020-05/18,2020-04/14,21280.59,10
ZPLP70Y,C1A6R5S,Trade Financing,2019-04-17,138868962,2021-04/06,2021/04/06,30584.84,81
II6HA60,B5JXVNK,Business Line of Credit,2019-06/06,300693863,2022-05/21,2022/05-21,44197.49,4
5IP7JXJ,Z3CTLAB,Term Loan,2019/04/16,153326171,2020/04-10,2020-04-10,7790.5,3
UU0J8N2,3ECQLOQ,Business Line of Credit,2019/04-25,314953755,2021-04/14,2021/04-14,150197.32,74
4RB6K7P,721HT2U,Working Capital,2019-04-04,269775599,2019-10-01,2019/10-01,15840.37,5
Q7W3M3T,BDM16PV,Term Loan,2019/05/08,230520272,2020/01/01,2020/05/02,37133.09,46
6C1VFIA,NVTK37K,Equipment Financing,2019-04/10,170942941,2020-04-04,2020-04-04,35166.83,44
03CJ5EI,R0TTTTT,Trade Financing,2019-04-10,267810719,2022/03/25,2022-03/25,16792.89,24
ZO7NETL,GTJZ3AR,Working Capital,2019/06-04,213127349,2021-01/07,2020/05/29,12678.42,3
LHJBEW7,Q7UUXJW,Working Capital,2019/05-15,252008769,2020-05/09,2020/05-09,28639.38,0
IP3RXN2,5T0RQEM,Trade Financing,2019/06/26,134097702,2021/06-14,2020-12/17,40093.49,81
TO9UOWE,Y0ZG76N,Term Loan,2019-05-06,100806658,2021-04-25,2021/04/25,6252.67,4
50MQ1Y9,ZCG9C61,Trade Financing,2019-04-05,294130168,2021-05-03,2020-09/26,29786.85,5
GYZFTRT,H2MRMPY,Equipment Financing,2019/05/13,262946603,2020/05-07,2020-05/07,6021.12,8
5VO2244,70BMX7Q,Working Capital,2019-05/06,151149050,2022/04-20,2022-04-20,10311.27,13
RJ4FSRW,RO7W8P5,Working Capital,2019/04/23,147673616,2019-10/20,2019/10-20,4314.45,8
SMQ8DYY,R0RWZJK,Working Capital,2019-04/07,144679868,2021/03-27,2021-03/27,13780.79,5
03KHN5R,YYFKN0G,Equipment Financing,2019/05/05,158230082,2022/06/22,2022/04-19,35693.69,74
NSXQB4Q,2WWMIKY,Trade Financing,2019-04/18,240873617,2020/10/09,2020-10/09,177601.05,616
X00USWO,DWO6NF5,Trade Financing,2019/06/13,250923524,2024/01/16,2024-05/17,44701.04,51
QFOEEYS,B2FXB76,Business Line of Credit,2019-06/25,107179669,2021/06/14,2021/06-14,1694.08,10
3PMMB5I,TKGKW5A,Equipment Financing,2019/04/11,71115407,2020-11-11,2020-10/02,10665.39,15
O23U9KU,ZHMXDKW,Working Capital,2019-05-01,125201021,2020/10/22,2020/10/22,2942.31,7
RIEQG8W,BRWSZWK,Business Line of Credit,2019-05/02,348538288,2020/09/12,2020/04/26,135706.15,301
YPVP6EG,RZDE994,Trade Financing,2019-04-24,256041333,2020-04-18,2020-04/18,27700.01,3
II6HA60,ONZPN82,Working Capital,2019-04/28,128057974,2020-06-11,2020/04-22,6649.33,2
1MC2DQP,5SO2MXC,Trade Financing,2019/06-12,297407456,2019/12-09,2019/12-09,20235.7,3
XUQ4NM2,OTD2HNF,Business Line of Credit,2019/06/13,393020860,2020-12/04,2020-12/04,194283.44,355
FO496GS,AKPVGCN,Term Loan,2019/06/06,247366013,2020-05-31,2020/05/31,23351.36,4
TAMVM8A,MY1LXD1,Business Line of Credit,2019-04-28,241803826,2019/10/25,2019/10-25,34583.78,11
OMVZIE3,7EXKMWQ,Term Loan,2019-04/08,255475912,2022/06/03,2022-03-23,5097.01,5
5XJD0FT,95DDAHA,Term Loan,2019-04-27,231552456,2022-04-11,2022-04-11,7981.84,2
F8NRL76,V6KHIHE,Term Loan,2019/04/04,217996439,2019-10/01,2019/10-01,17071.04,5
66C5MUD,2ZABG5F,Business Line of Credit,2019/05/01,102220211,2020/12/03,2020-10/22,4751.1,3
IJPPMQ6,VAPHJWN,Business Line of Credit,2019-04/08,269422418,2020-04/02,2020-04-02,15327.97,2
5XJD0FT,K0O93QJ,Term Loan,2019-04-04,95556199,2020-09/25,2020-09-25,3296.69,14
PM7VSRJ,HRZWZY2,Working Capital,2019/04-15,229488917,2020-10-06,2020-10-06,7884.47,1
XBF6C96,AJC74DM,Equipment Financing,2019-06-10,99911269,2021-05-30,2021/05-30,9946.95,4
TL9I6F5,0WJK12A,Term Loan,2019-04/07,244186555,2020-04-01,2020/04-01,14762.15,18
3VULGYH,5L03T6G,Term Loan,2019-05/21,269731659,2020-10-10,2019/11/17,32017.71,28
QF2K466,L3FS29F,Working Capital,2019/05-07,96074363,2022-04-21,2022-04/21,24477.02,64
85QKMEK,AIRTSUX,Term Loan,2019-05/27,285983790,2020/07/28,2020/05/21,11750.75,18
XS9L72S,3894KQJ,Business Line of Credit,2019-04-05,109637013,2021-07/13,2021-03-25,11626.28,8
7KPNA4L,K56M9FU,Equipment Financing,2019/05/12,216211465,2019/11-08,2019/11-08,27127.94,3
36O7EL8,X5RHR6Q,Term Loan,2019/06-13,116223922,2020-03/17,2019/12-10,9559.19,0
4B6GU2T,AZAD78R,Trade Financing,2019-04-04,197671119,2021-11-06,2022/03/19,18877.21,60
JQ8QOBM,F4YYKN9,Working Capital,2019/06-24,319793828,2020-06-18,2020/06-18,163109.56,110
3ZR8JRA,VY403GA,Equipment Financing,2019-04/06,183124371,2020/10-11,2021-03-26,27093.24,0
BULRAOW,SHCYMFI,Term Loan,2019-04/21,225343600,2019/10-18,2019-10-18,36519.83,39
V9WRE72,8ZSNP7A,Working Capital,2019-06/18,143610376,2020-12/09,2020/12-09,9314.8,0
XM6IZMU,GZ1W6PU,Equipment Financing,2019/05-20,248586394,2020/11-10,2020-11-10,149106.6,98
V66EU0A,C78QQI2,Business Line of Credit,2019/05/04,115283764,2021/04/23,2021/04/23,6928.14,1
H3TTWTW,WGJLZI7,Trade Financing,2019-04-23,88217329,2021-01-05,2021-04-12,11677.04,2
8V34BSW,L2VYLPK,Equipment Financing,2019-04-17,277892960,2021/03/29,2021/04/06,35224.12,6
9LKLGK9,9PH0IWJ,Working Capital,2019-06-05,100057184,2022/10-25,2022-05-20,3778.71,2
G69G0BQ,89FLQGF,Working Capital,2019/06-07,230513640,2021/03-16,2020/11-28,81335.29,53
7JHY0J9,9FCJO82,Working Capital,2019/04/07,207567650,2020-09-28,2020/09-28,16494.34,18
96U3UPI,SX98Y16,Equipment Financing,2019/04-08,224889273,2019-11/23,2019-10/05,66062.11,67
85G64LK,1TVKZGO,Working Capital,2019/04-05,87709113,2022-03/20,2022/03-20,2960.11,1
N8RIZ41,QUIFUWQ,Term Loan,2019-06/26,101183881,2021-06/15,2021-06/15,7464.48,8
F2KJ0RD,ZXTLMN9,Term Loan,2019-06/23,127018329,2020-09/20,2020/06/17,17099.01,17
QHX0WIC,RSMRX7T,Trade Financing,2019-06-13,156249449,2020/06/07,2020/06-07,3781.41,5
HIRZDN5,J5TDJR9,Working Capital,2019/04-21,243594603,2020-04-15,2020/04-15,20409.34,18
FN1YWQ4,GNTZVDB,Business Line of Credit,2019-06-16,292432246,2020/12-07,2020-12/07,20004.41,6
R72J7HI,UDIGG0M,Business Line of Credit,2019/06/15,235967219,2022-05/30,2022-05/30,25316.71,61
YDUK73D,YQX8033,Trade Financing,2019-06/14,92797904,2020/09/28,2020-06/08,11667.03,0
QDDODMF,RQ41NT4,Trade Financing,2019-06-02,394033976,2023-01-16,2022-05-17,294723.19,235
PW82S44,LGL1276,Term Loan,2019/05-14,146619877,2021-05/07,2020/11-04,14562.69,85
K8LSI1P,03ZH8UB,Trade Financing,2019-06-07,417079453,2019-12/04,2019/12/04,151496.82,84
J7VVGOS,V2JN4SP,Working Capital,2019/05/01,327999898,2021-04/20,2021-04/20,278033.16,85
1VM9VDR,04XPWBN,Trade Financing,2019/05/19,204015942,2020-05-13,2020/05/13,28613.17,0
FC0CJJ4,R40HH2P,Working Capital,2019/06-07,130046068,2021/05-27,2021-05/27,20745.81,47
VGU8JLW,3MUFSUX,Equipment Financing,2019-06/24,101798217,2019/12/21,2019-12/21,2599.19,2
6O5B5US,PJKINOW,Business Line of Credit,2019-05/19,286923119,2021-05/08,2021-05/08,46799.07,39
Q7W3M3T,NA9LNP8,Business Line of Credit,2019/05-11,210088832,2019/11/07,2019-11/07,3783.52,3
F5W4ZYG,N1POR7Z,Business Line of Credit,2019/05-19,287106342,2021-05/08,2021/05-08,167045.5,69
CK8S5FH,POOCX8G,Equipment Financing,2019/06/26,278195568,2020-06-20,2020-06/20,25353.17,2
YWB5CUH,9E7E91T,Term Loan,2019-04-15,244692283,2020-10-06,2020/10/06,8244.78,14
77HKFA5,X7F1D6K,Working Capital,2019/06/11,210134430,2021/01/17,2020-12-02,15290.22,8
G4D2G3C,GM8ME0E,Working Capital,2019/05/02,229401036,2021-05/21,2021-04-21,32376.77,22
ZO7NETL,RHO0HHB,Trade Financing,2019/05-29,217839746,2020/09-21,2020/05-23,38855.59,39
X8MM4S2,BIJPHOU,Working Capital,2019/05/26,136575772,2020-11-16,2020-11/16,13017.61,5
PGUNX36,Q3FGJ6H,Business Line of Credit,2019/06-09,190046222,2022/05-24,2022-05-24,9309.88,16
GCH81EB,R9S8KYN,Working Capital,2019-04-09,259839273,2021/06-24,2021/03-29,9248.03,16
RBDTP15,ZOEQDAW,Equipment Financing,2019-04/10,394666551,2019/06/11,2019/10/07,354416.34,172
RJ4FSRW,6DYLXQE,Working Capital,2019/04-14,268173019,2020/04/08,2020/04/08,20908.52,51
ONQYXFF,06G6KZX,Trade Financing,2019/05-01,386342754,2019-12/07,2019/10/28,163942.38,310
1C20C3R,USHURB2,Working Capital,2019-06-04,238696496,2022/05/19,2022/05/19,98069.9,87
HIFSVTT,2H239SD,Business Line of Credit,2019/04/05,285931559,2021/03-25,2021/03-25,39815.02,7
GZP5LHH,5M114MV,Trade Financing,2019/05/07,94655006,2020/10/28,2020/10/28,12628.84,0
NJXNHSE,A869G57,Trade Financing,2019-04/22,148665176,2020-05/29,2020/04-16,16646.45,8
RAD3NVB,P8JP16H,Equipment Financing,2019/05/08,189594382,2021-02-02,2020-10/29,27300.05,2
PVMS1UZ,CZ695WP,Equipment Financing,2019-06-16,73703743,2024-05/20,2024-05-20,8618.9,20
L3RP3UV,JBYC3A3,Business Line of Credit,2019/06-24,171419653,2019-12/21,2019/12-21,24450.41,10
5IZF7U0,LWYCE9P,Working Capital,2019/06-19,211031477,2020/12/10,2020-12/10,144430.9,59
NVF8DI1,COFUCVE,Term Loan,2019-06/02,238574624,2020/05/27,2020/05/27,5805.67,3
3P6PW0K,0M1Z6V5,Term Loan,2019/04-26,164972026,2022-10-17,2022-04/10,13066.41,31
Q7W3M3T,VXYT2OP,Working Capital,2019/04-11,128997303,2021/03/31,2021/03-31,6201.39,6
ICXAFED,D14D58J,Business Line of Credit,2019-05-08,166467656,2022-02/07,2021-04-27,45480.25,81
XBJ8OB2,B6YYM7L,Working Capital,2019/04/12,226901410,2022-03/27,2022/03/27,185357.25,48
XLWSN1T,6IYD0UU,Working Capital,2019/06/02,297118113,2021/08-27,2020-11/23,33786.99,12
XCSIVVP,N96AXXH,Business Line of Credit,2019-04-09,88408842,2020-04/03,2020/04/03,13135.41,7
E2FLGL6,50RN7UN,Business Line of Credit,2019/05/23,203911480,2021-05-12,2021/05/12,13399.43,0
OF0QH89,GF90RCF,Working Capital,2019/06-22,253691767,2020-09/10,2020-06/16,21833.75,3
DG9VLXH,UCWGBNJ,Business Line of Credit,2019-04-28,245982306,2023/02/15,2022-04-12,28175.19,28
IP3RXN2,UO2MEH5,Term Loan,2019-05/18,264084078,2020/09-07,2020/05/12,27780.64,6
2VKR2E5,TZNOXJ7,Working Capital,2019/06/23,71455323,2021-06/12,2021/06-12,5263.0,6
6A9R03K,0BUSL9R,Working Capital,2019/05-09,204276267,2021/04-28,2021/04/28,20135.75,5
J3HRBZ9,KBSUCN3,Term Loan,2019/04/03,244877164,2020-09/24,2020-09-24,26058.63,5
UVAUTI0,C0QBL70,Working Capital,2019-04/09,204933715,2022/11-27,2023/03-19,16814.12,8
QW7UEOB,5BNRQWU,Equipment Financing,2019/06-29,117481611,2021/02-02,2021/06-18,15149.44,7
1LO1UPW,KMU2EOS,Working Capital,2019-04/14,229236882,2021/12-14,2022-03-29,12885.86,19
8XCBOVD,549XCYW,Equipment Financing,2019-05-12,271622752,2022/04-26,2022-04/26,5606.37,13
9ULUUFI,1BPOIPT,Working Capital,2019/04/02,82589646,2021/02-18,2020/03/27,4333.51,1
F0NT0CQ,A7ZQT4D,Working Capital,2019-06/05,159184334,2022/05/20,2022/05-20,46192.29,72
20P0A60,8RHAHD2,Business Line of Credit,2019-06/16,256867910,2020-06/10,2020-06-10,32036.58,87
PAQG8E0,KURKSAG,Working Capital,2019/05-16,155172495,2019-11/12,2019/11/12,13896.72,31
I9G0YRH,2TFJSJZ,Working Capital,2019-04/10,257070201,2020/10/01,2020/10-01,17515.01,20
TMK61HT,J6OVTN5,Working Capital,2019-05/12,191483818,2020-11-02,2020-11/02,21210.04,29
9G3UGWH,7BKX21L,Term Loan,2019/04-20,128829832,2023/06/16,2023-03-30,17617.69,5
HYSM4DF,UJ8REET,Trade Financing,2019/06/09,280119824,2022/05-24,2022/05/24,54462.58,31
ZPLP70Y,SH6SXQO,Business Line of Credit,2019-06-25,188440326,2020/12/05,2020-12/16,40044.58,45
XS9L72S,XDC0RKW,Term Loan,2019-04/14,107473986,2021/05/10,2020/10-05,9409.12,8
5KV1FFT,QMK5WGP,Equipment Financing,2019-04-15,178301709,2021-06/10,2021/04-04,17729.76,14
P1NPM4P,T1FQ176,Trade Financing,2019/04-01,273921745,2020/03/26,2020-03/26,35179.53,12
5OLO7FQ,I0D0PT5,Term Loan,2019-06/08,353044248,2022-12/19,2022/05/23,288019.44,140
UKRD9BE,1E8HQ8R,Business Line of Credit,2019-06-05,247287252,2020-05/30,2020-05-30,26664.44,10
I8J2NFV,RMGBKI1,Trade Financing,2019-04/16,125946350,2021/04-05,2021-04/05,29470.28,31
2UA75N8,XML94BN,Trade Financing,2019/06-10,236246614,2021/06/29,2020/12/01,23094.22,3
64ROOH4,UR4XVD4,Equipment Financing,2019/06-17,272323311,2020-06/11,2020-06-11,22019.44,6
L068CE9,OMIZZ00,Business Line of Credit,2019-05-05,210034942,2021-05-26,2020-10/26,30079.96,15
5YG34LI,SJ4NAMI,Trade Financing,2019/05/08,269659530,2022-04-22,2022-04-22,62736.45,60
K8LSI1P,1U2PF86,Business Line of Credit,2019/05/21,244722130,2021/05-10,2021-05/10,179907.76,147
A6RCSJT,CZC9OI6,Term Loan,2019-06/29,155791806,2020/09/28,2020/06-23,10941.98,4
77HKFA5,4J31I6K,Working Capital,2019-05-28,129454946,2020-11/18,2020/11-18,16052.65,2
R4VNR8Q,MHSXP9A,Equipment Financing,2019-06-07,97564190,2020-06/01,2020-06/01,15993.7,70
J3HRBZ9,934MW5V,Business Line of Credit,2019/06/21,70491122,2020-06/15,2020/06/15,6190.6,68
O5DGX39,2HEQDW6,Working Capital,2019/04/21,173261832,2020/04/15,2020-04/15,37701.07,53
Z3OWF4V,1K98GEL,Working Capital,2019-05-30,136098232,2020-05-24,2020/05-24,9362.57,2
LSR1535,AVXIJRE,Business Line of Credit,2019-06/11,277844045,2021-10-23,2021/05/31,62736.72,62
65H2SFU,VDUI947,Business Line of Credit,2019/04-19,76553234,2021/03/28,2020/04-13,3214.73,12
GCH81EB,GAU3VFF,Working Capital,2019/04/02,228411135,2021-03-22,2021-03/22,14659.1,17
7Z4XV00,52EEJ70,Business Line of Credit,2019-06-12,277556360,2021/06-01,2021-06/01,4754.92,4
VLPA39X,T49XR01,Business Line of Credit,2019/04-03,120293795,2024/03-07,2024/03/07,16215.54,41
4YO0B86,4QLOBHH,Business Line of Credit,2019-05-27,229663020,2020-09-07,2020-11/17,26148.27,13
XBF6C96,EELX0N9,Business Line of Credit,2019-06-10,77005074,2019-12-07,2019-12-07,9759.95,0
HQSV8YT,JAC23SA,Working Capital,2019-05-23,227635960,2024/01/28,2024/04/26,15976.78,2
ZO7NETL,2E2VG5N,Term Loan,2019-04-27,289175684,2022-01-14,2021/04-16,36560.78,12
U7ZEF55,OQNFDQ9,Equipment Financing,2019-06-19,156198047,2020-06-13,2020-06/13,13392.91,4
DIYWDEZ,A3XKTO2,Trade Financing,2019/05/14,183597766,2020-08-19,2020-11/04,19209.87,4
WUQXERT,R8615MI,Trade Financing,2019-06/21,139780932,2020/06/15,2020-06-15,13553.13,11
ULOXTAN,QFF0GOV,Equipment Financing,2019/04-27,132382369,2022/06-23,2022-04-11,8218.61,5
J7VVGOS,CS4EZ8J,Trade Financing,2019/06-05,253401595,2020/07-22,2020-05-30,223603.1,432
4V15GAE,HUYTC1N,Working Capital,2019/05-20,128061291,2021-05/09,2021-05-09,21954.98,82
